Date,Comments added
2020-11-06 04:45:00,2279
2020-11-06 04:50:00,3308
2020-11-06 04:55:00,1309
2020-11-06 05:00:00,452
2020-11-06 05:05:00,1737
2020-11-06 05:10:00,624
2020-11-06 05:15:00,1035
2020-11-06 05:20:00,1154
2020-11-06 05:25:00,1365
2020-11-06 05:30:00,3039
2020-11-06 05:35:00,3528
2020-11-06 05:40:00,2541
2020-11-06 05:45:00,557
2020-11-06 05:50:00,2008
2020-11-06 05:55:00,2726
2020-11-06 06:00:00,3006
2020-11-06 06:05:00,2657
2020-11-06 06:10:00,515
2020-11-06 06:15:00,346
2020-11-06 06:20:00,1399
2020-11-06 06:25:00,2266
2020-11-06 06:30:00,1614
2020-11-06 06:35:00,1820
2020-11-06 06:40:00,2263
2020-11-06 06:45:00,421
2020-11-06 06:50:00,387
2020-11-06 06:55:00,1559
2020-11-06 07:00:00,2469
2020-11-06 07:05:00,3082
2020-11-06 07:10:00,2138
2020-11-06 07:15:00,1348
2020-11-06 07:20:00,549
2020-11-06 07:25:00,1733
2020-11-06 07:30:00,1302
2020-11-06 07:35:00,1941
2020-11-06 07:40:00,3776
2020-11-06 07:45:00,1900
2020-11-06 07:50:00,2526
2020-11-06 07:55:00,1308
2020-11-06 08:00:00,1561
2020-11-06 08:05:00,2257
2020-11-06 08:10:00,1163
2020-11-06 08:15:00,631
2020-11-06 08:20:00,1041
2020-11-06 08:25:00,3030
2020-11-06 08:30:00,2429
2020-11-06 08:35:00,1647
2020-11-06 08:40:00,390
2020-11-06 08:45:00,1512
2020-11-06 08:50:00,543
2020-11-06 08:55:00,706
2020-11-06 09:00:00,518
2020-11-06 09:05:00,1815
2020-11-06 09:10:00,2779
2020-11-06 09:15:00,1857
2020-11-06 09:20:00,1391
2020-11-06 09:25:00,469
2020-11-06 09:30:00,2371
2020-11-06 09:35:00,1001
2020-11-06 09:40:00,1094
2020-11-06 09:45:00,4355
2020-11-06 09:50:00,1297
2020-11-06 09:55:00,1209
2020-11-06 10:00:00,2330
2020-11-06 10:05:00,1541
2020-11-06 10:10:00,675
2020-11-06 10:15:00,1840
2020-11-06 10:20:00,2448
2020-11-06 10:25:00,318
2020-11-06 10:30:00,1179
2020-11-06 10:35:00,3762
2020-11-06 10:40:00,3568
2020-11-06 10:45:00,2477
2020-11-06 10:50:00,3343
2020-11-06 10:55:00,1278
2020-11-06 11:00:00,4273
2020-11-06 11:05:00,847
2020-11-06 11:10:00,1428
2020-11-06 11:15:00,1108
2020-11-06 11:20:00,3778
2020-11-06 11:25:00,611
2020-11-06 11:30:00,1450
2020-11-06 11:35:00,1031
2020-11-06 11:40:00,605
2020-11-06 11:45:00,714
2020-11-06 11:50:00,559
2020-11-06 11:55:00,2250
2020-11-06 12:00:00,2884
2020-11-06 12:05:00,1759
2020-11-06 12:10:00,2146
2020-11-06 12:15:00,2738
2020-11-06 12:20:00,3918
2020-11-06 12:25:00,5112
2020-11-06 12:30:00,2166
2020-11-06 12:35:00,3409
2020-11-06 12:40:00,2925
2020-11-06 12:45:00,1849
2020-11-06 12:50:00,2674
2020-11-06 12:55:00,4433
2020-11-06 13:00:00,3938
2020-11-06 13:05:00,3440
2020-11-06 13:10:00,1831
2020-11-06 13:15:00,1195
2020-11-06 13:20:00,4927
2020-11-06 13:25:00,2965
2020-11-06 13:30:00,454
2020-11-06 13:35:00,1196
2020-11-06 13:40:00,3039
2020-11-06 13:45:00,3177
2020-11-06 13:50:00,2490
2020-11-06 13:55:00,3138
2020-11-06 14:00:00,2389
2020-11-06 14:05:00,6867
2020-11-06 14:10:00,1002
2020-11-06 14:15:00,1901
2020-11-06 14:20:00,1358
2020-11-06 14:25:00,476
2020-11-06 14:30:00,2458
2020-11-06 14:35:00,1475
2020-11-06 14:40:00,6364
2020-11-06 14:45:00,2825
2020-11-06 14:50:00,3781
2020-11-06 14:55:00,5353
2020-11-06 15:00:00,3188
2020-11-06 15:05:00,1154
2020-11-06 15:10:00,1789
2020-11-06 15:15:00,2243
2020-11-06 15:20:00,2187
2020-11-06 15:25:00,1329
2020-11-06 15:30:00,1816
2020-11-06 15:35:00,2954
2020-11-06 15:40:00,1764
2020-11-06 15:45:00,2819
2020-11-06 15:50:00,3110
2020-11-06 15:55:00,4361
2020-11-06 16:00:00,2340
2020-11-06 16:05:00,2811
2020-11-06 16:10:00,853
2020-11-06 16:15:00,1563
2020-11-06 16:20:00,5554
2020-11-06 16:25:00,1595
2020-11-06 16:30:00,6122
2020-11-06 16:35:00,5891
2020-11-06 16:40:00,8231
2020-11-06 16:45:00,571
2020-11-06 16:50:00,5644
2020-11-06 16:55:00,5088
2020-11-06 17:00:00,5365
2020-11-06 17:05:00,4838
2020-11-06 17:10:00,4933
2020-11-06 17:15:00,5814
2020-11-06 17:20:00,3042
2020-11-06 17:25:00,6376
2020-11-06 17:30:00,6299
2020-11-06 17:35:00,2846
2020-11-06 17:40:00,2989
2020-11-06 17:45:00,8086
2020-11-06 17:50:00,925
2020-11-06 17:55:00,4535
2020-11-06 18:00:00,1722
2020-11-06 18:05:00,4897
2020-11-06 18:10:00,4698
2020-11-06 18:15:00,6767
2020-11-06 18:20:00,5788
2020-11-06 18:25:00,4335
2020-11-06 18:30:00,9607
2020-11-06 18:35:00,6585
2020-11-06 18:40:00,5753
2020-11-06 18:45:00,3836
2020-11-06 18:50:00,5237
2020-11-06 18:55:00,2102
2020-11-06 19:00:00,7489
2020-11-06 19:05:00,4778
2020-11-06 19:10:00,1441
2020-11-06 19:15:00,3906
2020-11-06 19:20:00,2750
2020-11-06 19:25:00,9103
2020-11-06 19:30:00,8244
2020-11-06 19:35:00,2901
2020-11-06 19:40:00,3631
2020-11-06 19:45:00,3981
2020-11-06 19:50:00,3457
2020-11-06 19:55:00,2421
2020-11-06 20:00:00,4462
2020-11-06 20:05:00,5124
2020-11-06 20:10:00,649
2020-11-06 20:15:00,3700
2020-11-06 20:20:00,6525
2020-11-06 20:25:00,2548
2020-11-06 20:30:00,2722
2020-11-06 20:35:00,4482
2020-11-06 20:40:00,1523
2020-11-06 20:45:00,2214
2020-11-06 20:50:00,5632
2020-11-06 20:55:00,2093
2020-11-06 21:00:00,6976
2020-11-06 21:05:00,6339
2020-11-06 21:10:00,7121
2020-11-06 21:15:00,3516
2020-11-06 21:20:00,6716
2020-11-06 21:25:00,2473
2020-11-06 21:30:00,2166
2020-11-06 21:35:00,3422
2020-11-06 21:40:00,2843
2020-11-06 21:45:00,4883
2020-11-06 21:50:00,4514
2020-11-06 21:55:00,4377
2020-11-06 22:00:00,1971
2020-11-06 22:05:00,3853
2020-11-06 22:10:00,3473
2020-11-06 22:15:00,6980
2020-11-06 22:20:00,11499
2020-11-06 22:25:00,914
2020-11-06 22:30:00,3608
2020-11-06 22:35:00,2944
2020-11-06 22:40:00,4446
2020-11-06 22:45:00,7495
2020-11-06 22:50:00,2447
2020-11-06 22:55:00,4920
2020-11-06 23:00:00,5951
2020-11-06 23:05:00,2281
2020-11-06 23:10:00,5875
2020-11-06 23:15:00,3071
2020-11-06 23:20:00,6456
2020-11-06 23:25:00,3464
2020-11-06 23:30:00,3553
2020-11-06 23:35:00,3547
2020-11-06 23:40:00,1240
2020-11-06 23:45:00,4341
2020-11-06 23:50:00,1256
2020-11-06 23:55:00,2800
2020-11-07 00:00:00,225
2020-11-07 00:05:00,1309
2020-11-07 00:10:00,2422
2020-11-07 00:15:00,1083
2020-11-07 00:20:00,1290
2020-11-07 00:25:00,2008
2020-11-07 00:30:00,1804
2020-11-07 00:35:00,1292
2020-11-07 00:40:00,1067
2020-11-07 00:45:00,1326
2020-11-07 00:50:00,2510
2020-11-07 00:55:00,867
2020-11-07 01:00:00,1482
2020-11-07 01:05:00,1565
2020-11-07 01:10:00,1902
2020-11-07 01:15:00,1740
2020-11-07 01:20:00,1756
2020-11-07 01:25:00,2109
2020-11-07 01:30:00,1754
2020-11-07 01:35:00,854
2020-11-07 01:40:00,1953
2020-11-07 01:45:00,254
2020-11-07 01:50:00,1515
2020-11-07 01:55:00,1865
2020-11-07 02:00:00,2691
2020-11-07 02:05:00,597
2020-11-07 02:10:00,569
2020-11-07 02:15:00,1321
2020-11-07 02:20:00,3714
2020-11-07 02:25:00,801
2020-11-07 02:30:00,1263
2020-11-07 02:35:00,2283
2020-11-07 02:40:00,856
2020-11-07 02:45:00,2389
2020-11-07 02:50:00,1256
2020-11-07 02:55:00,898
2020-11-07 03:00:00,379
2020-11-07 03:05:00,961
2020-11-07 03:10:00,1437
2020-11-07 03:15:00,3360
2020-11-07 03:20:00,1811
2020-11-07 03:25:00,700
2020-11-07 03:30:00,1872
2020-11-07 03:35:00,1934
2020-11-07 03:40:00,1614
2020-11-07 03:45:00,1116
2020-11-07 03:50:00,507
2020-11-07 03:55:00,1626
2020-11-07 04:00:00,2286
2020-11-07 04:05:00,1890
2020-11-07 04:10:00,2329
2020-11-07 04:15:00,618
2020-11-07 04:20:00,704
2020-11-07 04:25:00,2663
2020-11-07 04:30:00,520
2020-11-07 04:35:00,774
2020-11-07 04:40:00,1426
2020-11-07 04:45:00,944
2020-11-07 04:50:00,1409
2020-11-07 04:55:00,1987
2020-11-07 05:00:00,1050
2020-11-07 05:05:00,3014
2020-11-07 05:10:00,911
2020-11-07 05:15:00,840
2020-11-07 05:20:00,2312
2020-11-07 05:25:00,626
2020-11-07 05:30:00,2113
2020-11-07 05:35:00,1478
2020-11-07 05:40:00,516
2020-11-07 05:45:00,1033
2020-11-07 05:50:00,1073
2020-11-07 05:55:00,862
2020-11-07 06:00:00,1317
2020-11-07 06:05:00,1237
2020-11-07 06:10:00,355
2020-11-07 06:15:00,569
2020-11-07 06:20:00,865
2020-11-07 06:25:00,1287
2020-11-07 06:30:00,686
2020-11-07 06:35:00,746
2020-11-07 06:40:00,1082
2020-11-07 06:45:00,1257
2020-11-07 06:50:00,503
2020-11-07 06:55:00,719
2020-11-07 07:00:00,340
2020-11-07 07:05:00,882
2020-11-07 07:10:00,1750
2020-11-07 07:15:00,1299
2020-11-07 07:20:00,3327
2020-11-07 07:25:00,684
2020-11-07 07:30:00,2706
2020-11-07 07:35:00,1362
2020-11-07 07:40:00,650
2020-11-07 07:45:00,831
2020-11-07 07:50:00,1310
2020-11-07 07:55:00,1476
2020-11-07 08:00:00,505
2020-11-07 08:05:00,520
2020-11-07 08:10:00,713
2020-11-07 08:15:00,2996
2020-11-07 08:20:00,1406
2020-11-07 08:25:00,889
2020-11-07 08:30:00,1421
2020-11-07 08:35:00,1029
2020-11-07 08:40:00,526
2020-11-07 08:45:00,2410
2020-11-07 08:50:00,823
2020-11-07 08:55:00,2616
2020-11-07 09:00:00,1668
2020-11-07 09:05:00,713
2020-11-07 09:10:00,841
2020-11-07 09:15:00,981
2020-11-07 09:20:00,797
2020-11-07 09:25:00,412
2020-11-07 09:30:00,2968
2020-11-07 09:35:00,1474
2020-11-07 09:40:00,631
2020-11-07 09:45:00,1962
2020-11-07 09:50:00,1440
2020-11-07 09:55:00,1193
2020-11-07 10:00:00,3235
2020-11-07 10:05:00,1888
2020-11-07 10:10:00,1813
2020-11-07 10:15:00,1363
2020-11-07 10:20:00,2557
2020-11-07 10:25:00,2150
2020-11-07 10:30:00,1595
2020-11-07 10:35:00,841
2020-11-07 10:40:00,1728
2020-11-07 10:45:00,2450
2020-11-07 10:50:00,2879
2020-11-07 10:55:00,802
2020-11-07 11:00:00,864
2020-11-07 11:05:00,2515
2020-11-07 11:10:00,1868
2020-11-07 11:15:00,596
2020-11-07 11:20:00,2746
2020-11-07 11:25:00,923
2020-11-07 11:30:00,2686
2020-11-07 11:35:00,3125
2020-11-07 11:40:00,910
2020-11-07 11:45:00,2414
2020-11-07 11:50:00,4839
2020-11-07 11:55:00,1612
2020-11-07 12:00:00,3313
2020-11-07 12:05:00,519
2020-11-07 12:10:00,370
2020-11-07 12:15:00,5529
2020-11-07 12:20:00,4242
2020-11-07 12:25:00,4126
2020-11-07 12:30:00,3535
2020-11-07 12:35:00,2290
2020-11-07 12:40:00,4054
2020-11-07 12:45:00,1111
2020-11-07 12:50:00,2482
2020-11-07 12:55:00,1981
2020-11-07 13:00:00,690
2020-11-07 13:05:00,1054
2020-11-07 13:10:00,942
2020-11-07 13:15:00,790
2020-11-07 13:20:00,2133
2020-11-07 13:25:00,2483
2020-11-07 13:30:00,3641
2020-11-07 13:35:00,765
2020-11-07 13:40:00,2308
2020-11-07 13:45:00,2074
2020-11-07 13:50:00,1464
2020-11-07 13:55:00,972
2020-11-07 14:00:00,1172
2020-11-07 14:05:00,1229
2020-11-07 14:10:00,2803
2020-11-07 14:15:00,1162
2020-11-07 14:20:00,4009
2020-11-07 14:25:00,3692
2020-11-07 14:30:00,5923
2020-11-07 14:35:00,2013
2020-11-07 14:40:00,2093
2020-11-07 14:45:00,1138
2020-11-07 14:50:00,4624
2020-11-07 14:55:00,3903
2020-11-07 15:00:00,1072
2020-11-07 15:05:00,1170
2020-11-07 15:10:00,4002
2020-11-07 15:15:00,2633
2020-11-07 15:20:00,1024
2020-11-07 15:25:00,2233
2020-11-07 15:30:00,6498
2020-11-07 15:35:00,2481
2020-11-07 15:40:00,2307
2020-11-07 15:45:00,6698
2020-11-07 15:50:00,3812
2020-11-07 15:55:00,2701
2020-11-07 16:00:00,3921
2020-11-07 16:05:00,7396
2020-11-07 16:10:00,940
2020-11-07 16:15:00,3622
2020-11-07 16:20:00,2139
2020-11-07 16:25:00,6379
2020-11-07 16:30:00,1913
2020-11-07 16:35:00,6011
2020-11-07 16:40:00,4098
2020-11-07 16:45:00,1750
2020-11-07 16:50:00,5451
2020-11-07 16:55:00,3935
2020-11-07 17:00:00,3053
2020-11-07 17:05:00,6280
2020-11-07 17:10:00,9913
2020-11-07 17:15:00,7120
2020-11-07 17:20:00,2292
2020-11-07 17:25:00,7932
2020-11-07 17:30:00,6895
2020-11-07 17:35:00,2053
2020-11-07 17:40:00,2200
2020-11-07 17:45:00,1437
2020-11-07 17:50:00,8487
2020-11-07 17:55:00,2159
2020-11-07 18:00:00,2002
2020-11-07 18:05:00,9461
2020-11-07 18:10:00,1573
2020-11-07 18:15:00,3035
2020-11-07 18:20:00,8193
2020-11-07 18:25:00,4700
2020-11-07 18:30:00,2357
2020-11-07 18:35:00,4651
2020-11-07 18:40:00,5512
2020-11-07 18:45:00,5786
2020-11-07 18:50:00,5025
2020-11-07 18:55:00,5077
2020-11-07 19:00:00,4741
2020-11-07 19:05:00,2119
2020-11-07 19:10:00,6184
2020-11-07 19:15:00,1066
2020-11-07 19:20:00,2140
2020-11-07 19:25:00,8919
2020-11-07 19:30:00,1747
2020-11-07 19:35:00,1444
2020-11-07 19:40:00,3658
2020-11-07 19:45:00,6180
2020-11-07 19:50:00,8793
2020-11-07 19:55:00,9674
2020-11-07 20:00:00,1535
2020-11-07 20:05:00,3455
2020-11-07 20:10:00,3326
2020-11-07 20:15:00,3439
2020-11-07 20:20:00,2635
2020-11-07 20:25:00,4882
2020-11-07 20:30:00,5618
2020-11-07 20:35:00,3425
2020-11-07 20:40:00,7185
2020-11-07 20:45:00,3849
2020-11-07 20:50:00,2012
2020-11-07 20:55:00,6900
2020-11-07 21:00:00,2467
2020-11-07 21:05:00,1288
2020-11-07 21:10:00,4946
2020-11-07 21:15:00,1451
2020-11-07 21:20:00,4936
2020-11-07 21:25:00,4713
2020-11-07 21:30:00,834
2020-11-07 21:35:00,2971
2020-11-07 21:40:00,2685
2020-11-07 21:45:00,2558
2020-11-07 21:50:00,1300
2020-11-07 21:55:00,9038
2020-11-07 22:00:00,4884
2020-11-07 22:05:00,3089
2020-11-07 22:10:00,2093
2020-11-07 22:15:00,8318
2020-11-07 22:20:00,1694
2020-11-07 22:25:00,7271
2020-11-07 22:30:00,1229
2020-11-07 22:35:00,3508
2020-11-07 22:40:00,11363
2020-11-07 22:45:00,7112
2020-11-07 22:50:00,6101
2020-11-07 22:55:00,3203
2020-11-07 23:00:00,3772
2020-11-07 23:05:00,2759
2020-11-07 23:10:00,5173
2020-11-07 23:15:00,2910
2020-11-07 23:20:00,1266
2020-11-07 23:25:00,4422
2020-11-07 23:30:00,2246
2020-11-07 23:35:00,1236
2020-11-07 23:40:00,5035
2020-11-07 23:45:00,2230
2020-11-07 23:50:00,3047
2020-11-07 23:55:00,7896
2020-11-08 00:00:00,377
2020-11-08 00:05:00,1852
2020-11-08 00:10:00,905
2020-11-08 00:15:00,2198
2020-11-08 00:20:00,2049
2020-11-08 00:25:00,1138
2020-11-08 00:30:00,371
2020-11-08 00:35:00,1720
2020-11-08 00:40:00,1348
2020-11-08 00:45:00,2319
2020-11-08 00:50:00,1475
2020-11-08 00:55:00,1163
2020-11-08 01:00:00,2302
2020-11-08 01:05:00,2527
2020-11-08 01:10:00,1199
2020-11-08 01:15:00,1594
2020-11-08 01:20:00,1583
2020-11-08 01:25:00,535
2020-11-08 01:30:00,908
2020-11-08 01:35:00,880
2020-11-08 01:40:00,1671
2020-11-08 01:45:00,3090
2020-11-08 01:50:00,1348
2020-11-08 01:55:00,320
2020-11-08 02:00:00,384
2020-11-08 02:05:00,2185
2020-11-08 02:10:00,945
2020-11-08 02:15:00,998
2020-11-08 02:20:00,1255
2020-11-08 02:25:00,1811
2020-11-08 02:30:00,1242
2020-11-08 02:35:00,2327
2020-11-08 02:40:00,1666
2020-11-08 02:45:00,1390
2020-11-08 02:50:00,513
2020-11-08 02:55:00,2725
2020-11-08 03:00:00,1495
2020-11-08 03:05:00,1158
2020-11-08 03:10:00,671
2020-11-08 03:15:00,1261
2020-11-08 03:20:00,915
2020-11-08 03:25:00,521
2020-11-08 03:30:00,2193
2020-11-08 03:35:00,578
2020-11-08 03:40:00,2028
2020-11-08 03:45:00,982
2020-11-08 03:50:00,714
2020-11-08 03:55:00,638
2020-11-08 04:00:00,1062
2020-11-08 04:05:00,1212
2020-11-08 04:10:00,780
2020-11-08 04:15:00,502
2020-11-08 04:20:00,1375
2020-11-08 04:25:00,832
2020-11-08 04:30:00,1865
2020-11-08 04:35:00,1480
2020-11-08 04:40:00,1644
2020-11-08 04:45:00,219
2020-11-08 04:50:00,2968
2020-11-08 04:55:00,363
2020-11-08 05:00:00,660
2020-11-08 05:05:00,845
2020-11-08 05:10:00,2768
2020-11-08 05:15:00,2320
2020-11-08 05:20:00,3103
2020-11-08 05:25:00,672
2020-11-08 05:30:00,568
2020-11-08 05:35:00,283
2020-11-08 05:40:00,2040
2020-11-08 05:45:00,597
2020-11-08 05:50:00,593
2020-11-08 05:55:00,1705
2020-11-08 06:00:00,695
2020-11-08 06:05:00,1562
2020-11-08 06:10:00,3566
2020-11-08 06:15:00,2806
2020-11-08 06:20:00,1375
2020-11-08 06:25:00,666
2020-11-08 06:30:00,692
2020-11-08 06:35:00,1088
2020-11-08 06:40:00,1722
2020-11-08 06:45:00,522
2020-11-08 06:50:00,1415
2020-11-08 06:55:00,3265
2020-11-08 07:00:00,646
2020-11-08 07:05:00,1696
2020-11-08 07:10:00,1501
2020-11-08 07:15:00,1650
2020-11-08 07:20:00,1795
2020-11-08 07:25:00,966
2020-11-08 07:30:00,810
2020-11-08 07:35:00,772
2020-11-08 07:40:00,1669
2020-11-08 07:45:00,2218
2020-11-08 07:50:00,1432
2020-11-08 07:55:00,1463
2020-11-08 08:00:00,1051
2020-11-08 08:05:00,2162
2020-11-08 08:10:00,968
2020-11-08 08:15:00,494
2020-11-08 08:20:00,981
2020-11-08 08:25:00,2289
2020-11-08 08:30:00,1090
2020-11-08 08:35:00,2356
2020-11-08 08:40:00,2693
2020-11-08 08:45:00,3633
2020-11-08 08:50:00,2084
2020-11-08 08:55:00,2443
2020-11-08 09:00:00,1411
2020-11-08 09:05:00,2049
2020-11-08 09:10:00,896
2020-11-08 09:15:00,1948
2020-11-08 09:20:00,820
2020-11-08 09:25:00,1118
2020-11-08 09:30:00,3582
2020-11-08 09:35:00,1713
2020-11-08 09:40:00,1458
2020-11-08 09:45:00,3372
2020-11-08 09:50:00,1128
2020-11-08 09:55:00,1284
2020-11-08 10:00:00,822
2020-11-08 10:05:00,1606
2020-11-08 10:10:00,1674
2020-11-08 10:15:00,472
2020-11-08 10:20:00,1071
2020-11-08 10:25:00,3996
2020-11-08 10:30:00,2021
2020-11-08 10:35:00,808
2020-11-08 10:40:00,1999
2020-11-08 10:45:00,918
2020-11-08 10:50:00,1221
2020-11-08 10:55:00,848
2020-11-08 11:00:00,3647
2020-11-08 11:05:00,2719
2020-11-08 11:10:00,1129
2020-11-08 11:15:00,2186
2020-11-08 11:20:00,2842
2020-11-08 11:25:00,804
2020-11-08 11:30:00,1236
2020-11-08 11:35:00,807
2020-11-08 11:40:00,1859
2020-11-08 11:45:00,2066
2020-11-08 11:50:00,1234
2020-11-08 11:55:00,1199
2020-11-08 12:00:00,4589
2020-11-08 12:05:00,4256
2020-11-08 12:10:00,1396
2020-11-08 12:15:00,3667
2020-11-08 12:20:00,373
2020-11-08 12:25:00,376
2020-11-08 12:30:00,3477
2020-11-08 12:35:00,2363
2020-11-08 12:40:00,632
2020-11-08 12:45:00,3700
2020-11-08 12:50:00,1738
2020-11-08 12:55:00,1016
2020-11-08 13:00:00,1333
2020-11-08 13:05:00,3395
2020-11-08 13:10:00,3829
2020-11-08 13:15:00,4871
2020-11-08 13:20:00,2409
2020-11-08 13:25:00,1243
2020-11-08 13:30:00,1046
2020-11-08 13:35:00,1767
2020-11-08 13:40:00,4734
2020-11-08 13:45:00,695
2020-11-08 13:50:00,1216
2020-11-08 13:55:00,2855
2020-11-08 14:00:00,733
2020-11-08 14:05:00,1088
2020-11-08 14:10:00,1207
2020-11-08 14:15:00,3007
2020-11-08 14:20:00,1515
2020-11-08 14:25:00,2587
2020-11-08 14:30:00,1614
2020-11-08 14:35:00,646
2020-11-08 14:40:00,2785
2020-11-08 14:45:00,634
2020-11-08 14:50:00,3159
2020-11-08 14:55:00,5784
2020-11-08 15:00:00,2261
2020-11-08 15:05:00,4088
2020-11-08 15:10:00,5946
2020-11-08 15:15:00,3029
2020-11-08 15:20:00,2264
2020-11-08 15:25:00,4590
2020-11-08 15:30:00,6702
2020-11-08 15:35:00,5629
2020-11-08 15:40:00,3258
2020-11-08 15:45:00,4764
2020-11-08 15:50:00,4928
2020-11-08 15:55:00,2835
2020-11-08 16:00:00,3651
2020-11-08 16:05:00,3002
2020-11-08 16:10:00,1468
2020-11-08 16:15:00,5604
2020-11-08 16:20:00,3646
2020-11-08 16:25:00,1138
2020-11-08 16:30:00,2501
2020-11-08 16:35:00,2520
2020-11-08 16:40:00,2165
2020-11-08 16:45:00,8441
2020-11-08 16:50:00,7505
2020-11-08 16:55:00,2575
2020-11-08 17:00:00,3128
2020-11-08 17:05:00,2405
2020-11-08 17:10:00,539
2020-11-08 17:15:00,6012
2020-11-08 17:20:00,3929
2020-11-08 17:25:00,5985
2020-11-08 17:30:00,7728
2020-11-08 17:35:00,2899
2020-11-08 17:40:00,4277
2020-11-08 17:45:00,5652
2020-11-08 17:50:00,3709
2020-11-08 17:55:00,3172
2020-11-08 18:00:00,3094
2020-11-08 18:05:00,2402
2020-11-08 18:10:00,8208
2020-11-08 18:15:00,4753
2020-11-08 18:20:00,7093
2020-11-08 18:25:00,2843
2020-11-08 18:30:00,1241
2020-11-08 18:35:00,2026
2020-11-08 18:40:00,7767
2020-11-08 18:45:00,10666
2020-11-08 18:50:00,7166
2020-11-08 18:55:00,1459
2020-11-08 19:00:00,3227
2020-11-08 19:05:00,6162
2020-11-08 19:10:00,3006
2020-11-08 19:15:00,6026
2020-11-08 19:20:00,2438
2020-11-08 19:25:00,5841
2020-11-08 19:30:00,1150
2020-11-08 19:35:00,6553
2020-11-08 19:40:00,2002
2020-11-08 19:45:00,3647
2020-11-08 19:50:00,9827
2020-11-08 19:55:00,4308
2020-11-08 20:00:00,3851
2020-11-08 20:05:00,9903
2020-11-08 20:10:00,4191
2020-11-08 20:15:00,4829
2020-11-08 20:20:00,4250
2020-11-08 20:25:00,1345
2020-11-08 20:30:00,9566
2020-11-08 20:35:00,783
2020-11-08 20:40:00,4957
2020-11-08 20:45:00,1098
2020-11-08 20:50:00,1980
2020-11-08 20:55:00,4701
2020-11-08 21:00:00,4810
2020-11-08 21:05:00,2961
2020-11-08 21:10:00,5683
2020-11-08 21:15:00,4958
2020-11-08 21:20:00,8709
2020-11-08 21:25:00,922
2020-11-08 21:30:00,1154
2020-11-08 21:35:00,4421
2020-11-08 21:40:00,8050
2020-11-08 21:45:00,1922
2020-11-08 21:50:00,6293
2020-11-08 21:55:00,3810
2020-11-08 22:00:00,4690
2020-11-08 22:05:00,6930
2020-11-08 22:10:00,2730
2020-11-08 22:15:00,1086
2020-11-08 22:20:00,8690
2020-11-08 22:25:00,6217
2020-11-08 22:30:00,5733
2020-11-08 22:35:00,8245
2020-11-08 22:40:00,2486
2020-11-08 22:45:00,7439
2020-11-08 22:50:00,5203
2020-11-08 22:55:00,4780
2020-11-08 23:00:00,5001
2020-11-08 23:05:00,4539
2020-11-08 23:10:00,8928
2020-11-08 23:15:00,4097
2020-11-08 23:20:00,6327
2020-11-08 23:25:00,4607
2020-11-08 23:30:00,6564
2020-11-08 23:35:00,3401
2020-11-08 23:40:00,2265
2020-11-08 23:45:00,1910
2020-11-08 23:50:00,5114
2020-11-08 23:55:00,8409
2020-11-09 00:00:00,1058
2020-11-09 00:05:00,1324
2020-11-09 00:10:00,1552
2020-11-09 00:15:00,740
2020-11-09 00:20:00,2651
2020-11-09 00:25:00,766
2020-11-09 00:30:00,803
2020-11-09 00:35:00,1247
2020-11-09 00:40:00,1575
2020-11-09 00:45:00,1732
2020-11-09 00:50:00,329
2020-11-09 00:55:00,1204
2020-11-09 01:00:00,796
2020-11-09 01:05:00,1066
2020-11-09 01:10:00,531
2020-11-09 01:15:00,331
2020-11-09 01:20:00,511
2020-11-09 01:25:00,775
2020-11-09 01:30:00,2579
2020-11-09 01:35:00,945
2020-11-09 01:40:00,2182
2020-11-09 01:45:00,2465
2020-11-09 01:50:00,525
2020-11-09 01:55:00,2837
2020-11-09 02:00:00,860
2020-11-09 02:05:00,1179
2020-11-09 02:10:00,495
2020-11-09 02:15:00,1203
2020-11-09 02:20:00,1586
2020-11-09 02:25:00,380
2020-11-09 02:30:00,1192
2020-11-09 02:35:00,1425
2020-11-09 02:40:00,326
2020-11-09 02:45:00,1314
2020-11-09 02:50:00,3048
2020-11-09 02:55:00,2327
2020-11-09 03:00:00,1470
2020-11-09 03:05:00,271
2020-11-09 03:10:00,288
2020-11-09 03:15:00,619
2020-11-09 03:20:00,2774
2020-11-09 03:25:00,1473
2020-11-09 03:30:00,1562
2020-11-09 03:35:00,1382
2020-11-09 03:40:00,1230
2020-11-09 03:45:00,1783
2020-11-09 03:50:00,3423
2020-11-09 03:55:00,1046
2020-11-09 04:00:00,2490
2020-11-09 04:05:00,491
2020-11-09 04:10:00,1212
2020-11-09 04:15:00,1334
2020-11-09 04:20:00,839
2020-11-09 04:25:00,1384
2020-11-09 04:30:00,2441
2020-11-09 04:35:00,1390
2020-11-09 04:40:00,1433
2020-11-09 04:45:00,1349
2020-11-09 04:50:00,662
2020-11-09 04:55:00,740
2020-11-09 05:00:00,1437
2020-11-09 05:05:00,922
2020-11-09 05:10:00,1307
2020-11-09 05:15:00,935
2020-11-09 05:20:00,430
2020-11-09 05:25:00,1728
2020-11-09 05:30:00,1675
2020-11-09 05:35:00,2033
2020-11-09 05:40:00,834
2020-11-09 05:45:00,1058
2020-11-09 05:50:00,740
2020-11-09 05:55:00,2233
2020-11-09 06:00:00,3805
2020-11-09 06:05:00,576
2020-11-09 06:10:00,1390
2020-11-09 06:15:00,1497
2020-11-09 06:20:00,2080
2020-11-09 06:25:00,1826
