Transaction_ID,Date,Store,Product,Quantity,Unit_Price,Discount_Percent,Total_Amount,Payment_Method,Customer_Age,Customer_Gender
TXN_007730,2023-07-15,Store_E,Phone,4,29676.65,5,112771.26,UPI,21,Male
TXN_007731,2023-05-18,Store_C,Router,6,2917.07,0,17502.43,Credit Card,12,Female
TXN_007732,2023-11-22,Store_B,Laptop,5,47232.74,10,212547.34,Net Banking,44,Female
TXN_007733,2023-09-11,Store_E,Charger,8,434.13,0,3473.03,Debit Card,40,Male
TXN_007734,2023-01-07,Store_D,Tablet,1,23388.76,20,18711.01,Wallet,51,Female
TXN_007735,2024-06-08,Store_B,Router,5,2467.43,15,10486.58,Wallet,30,Other
TXN_007736,2023-09-24,Store_A,Tablet,9,24048.52,10,194793.01,Wallet,37,Male
TXN_007737,2024-05-17,Store_A,Speaker,6,3080.06,10,16632.34,UPI,36,Female
TXN_007738,2024-01-04,Store_A,Headphones,9,2086.33,25,14082.72,Credit Card,21,Male
TXN_007739,2024-08-09,Store_A,RAM,9,3201.67,25,21611.29,UPI,24,Female
TXN_007740,2023-11-30,Store_B,Cable,9,184.55,0,1660.97,Cash,36,Other
TXN_007741,2023-11-22,Store_C,Tablet,3,28496.91,10,76941.65,Debit Card,20,Other
TXN_007742,2023-02-04,Store_C,Phone,1,21264.48,0,21264.48,Credit Card,30,Other
TXN_007743,2023-11-03,Store_D,Tablet,5,26421.89,5,125503.98,Cash,31,Female
TXN_007744,2023-10-29,Store_A,Speaker,5,3105.58,0,15527.92,Credit Card,35,Female
TXN_007745,2024-05-29,Store_B,Headphones,2,1925.93,10,3466.68,Cash,47,Other
TXN_007746,2023-06-17,Store_B,Camera,8,45401.82,10,326893.1,Wallet,51,Other
TXN_007747,2024-05-19,Store_E,Cable,5,205.89,0,1029.46,UPI,33,Female
TXN_007748,2024-05-15,Store_D,Printer,8,13751.59,5,104512.07,UPI,23,Female
TXN_007749,2023-12-15,Store_E,Speaker,4,3254.76,5,12368.1,Net Banking,53,Other
TXN_007750,2024-10-24,Store_B,Camera,1,39044.44,25,29283.33,Credit Card,37,Other
TXN_007751,2023-02-22,Store_D,Camera,1,43898.2,5,41703.29,Net Banking,31,Female
TXN_007752,2023-10-29,Store_C,Monitor,4,17556.54,5,66714.85,Debit Card,50,Female
TXN_007753,2023-09-30,Store_D,Speaker,5,2773.68,15,11788.15,Credit Card,15,Male
TXN_007754,2024-01-31,Store_B,Phone,2,30918.26,5,58744.7,Wallet,27,Male
TXN_007755,2024-03-25,Store_C,Headphones,7,2003.56,20,11219.91,Net Banking,52,Male
TXN_007756,2024-11-06,Store_D,Headphones,9,2020.46,5,17274.91,Debit Card,19,Other
TXN_007757,2023-12-30,Store_D,Laptop,9,58435.32,15,447030.21,Wallet,20,Other
TXN_007758,2023-04-06,Store_C,Router,1,3074.36,15,2613.2,Net Banking,32,Female
TXN_007759,2023-08-25,Store_E,Phone,2,29957.42,15,50927.61,Wallet,33,Female
TXN_007760,2024-12-05,Store_B,Tablet,2,24669.93,20,39471.89,UPI,30,Other
TXN_007761,2024-09-21,Store_E,Charger,7,537.06,0,3759.39,Wallet,49,Female
TXN_007762,2023-08-08,Store_E,Laptop,2,57845.29,25,86767.93,Wallet,42,Female
TXN_007763,2023-01-26,Store_E,Cable,4,227.24,10,818.07,Net Banking,39,Male
TXN_007764,2023-06-28,Store_B,Keyboard,2,1243.3,0,2486.61,Credit Card,38,Other
TXN_007765,2023-07-05,Store_C,Mouse,4,873.96,0,3495.85,Credit Card,46,Other
TXN_007766,2023-12-07,Store_E,Camera,8,30557.33,15,207789.88,Net Banking,31,Female
TXN_007767,2023-04-16,Store_B,RAM,7,3259.18,0,22814.23,Cash,27,Other
TXN_007768,2024-04-29,Store_E,Keyboard,2,1048.25,10,1886.86,Debit Card,38,Male
TXN_007769,2023-04-02,Store_A,Keyboard,1,1073.07,0,1073.07,Credit Card,39,Female
TXN_007770,2024-09-26,Store_C,Router,7,2612.99,5,17376.35,Wallet,9,Other
TXN_007771,2023-07-21,Store_B,Speaker,9,2813.81,0,25324.3,Debit Card,33,Other
TXN_007772,2023-03-14,Store_E,Router,4,2629.78,20,8415.29,Debit Card,45,Male
TXN_007773,2023-06-12,Store_D,RAM,2,3262.34,0,6524.69,Net Banking,46,Female
TXN_007774,2023-02-10,Store_D,Laptop,8,58112.16,0,464897.25,Debit Card,24,Other
TXN_007775,2024-05-07,Store_E,Charger,6,505.0,0,3029.99,Wallet,49,Male
TXN_007776,2024-08-01,Store_C,Monitor,8,21672.84,25,130037.02,Debit Card,56,Female
TXN_007777,2024-10-02,Store_C,Cable,4,205.39,0,821.56,Net Banking,31,Male
TXN_007778,2024-03-05,Store_E,Headphones,8,2141.09,20,13702.96,Credit Card,23,Other
TXN_007779,2024-06-18,Store_C,Laptop,3,57186.01,10,154402.24,Net Banking,46,Male
TXN_007780,2023-06-18,Store_B,Laptop,7,55773.58,10,351373.55,Net Banking,53,Female
TXN_007781,2023-12-03,Store_D,Camera,4,44356.37,20,141940.38,Net Banking,41,Other
TXN_007782,2023-06-29,Store_B,Charger,1,609.1,0,609.1,Wallet,34,Other
TXN_007783,2024-11-16,Store_E,Monitor,4,22598.34,25,67795.01,Debit Card,27,Other
TXN_007784,2024-06-27,Store_B,RAM,3,2869.89,10,7748.69,UPI,36,Other
TXN_007785,2024-04-01,Store_B,Charger,4,488.8,10,1759.69,Net Banking,23,Other
TXN_007786,2024-01-18,Store_B,Monitor,9,19123.14,0,172108.24,Wallet,42,Female
TXN_007787,2023-02-13,Store_E,Charger,4,500.0,0,2000.0,Debit Card,33,Female
TXN_007788,2023-10-18,Store_C,Mouse,2,821.88,20,1315.0,Credit Card,47,Female
TXN_007789,2023-06-28,Store_E,Charger,4,530.52,20,1697.65,Wallet,37,Male
TXN_007790,2023-02-04,Store_A,Mouse,1,871.9,0,871.9,Credit Card,47,Other
TXN_007791,2023-06-08,Store_C,SSD,4,4164.2,0,16656.81,UPI,20,Other
TXN_007792,2024-02-13,Store_B,Monitor,3,18731.83,0,56195.48,UPI,44,Male
TXN_007793,2024-06-18,Store_A,Phone,4,29429.9,5,111833.61,Wallet,24,Female
TXN_007794,2024-07-04,Store_E,Keyboard,9,1160.03,20,8352.21,Net Banking,34,Female
TXN_007795,2024-08-20,Store_A,Router,9,2091.66,10,16942.45,Debit Card,43,Male
TXN_007796,2023-03-17,Store_B,Headphones,6,2212.95,5,12613.8,Credit Card,42,Other
TXN_007797,2023-06-30,Store_B,Tablet,8,25801.8,5,196093.65,Cash,41,Male
TXN_007798,2023-01-05,Store_D,SSD,3,4495.38,15,11463.23,Wallet,32,Female
TXN_007799,2024-06-23,Store_B,Headphones,1,1909.63,10,1718.66,Wallet,62,Female
TXN_007800,2023-09-25,Store_E,Charger,1,420.14,5,399.14,UPI,56,Female
TXN_007801,2023-11-08,Store_C,Speaker,2,3095.68,0,6191.36,Net Banking,27,Female
TXN_007802,2024-05-03,Store_C,Router,7,3109.71,5,20679.58,Net Banking,33,Other
TXN_007803,2024-05-23,Store_A,SSD,6,3582.8,5,20421.94,Cash,30,Other
TXN_007804,2023-01-11,Store_B,Cable,7,202.84,15,1206.93,Debit Card,34,Other
TXN_007805,2024-04-26,Store_A,RAM,5,3074.29,15,13065.73,UPI,28,Male
TXN_007806,2024-04-15,Store_C,Cable,2,183.27,0,366.54,UPI,10,Male
TXN_007807,2023-08-27,Store_C,Mouse,4,768.3,0,3073.19,Debit Card,44,Other
TXN_007808,2024-02-19,Store_A,Headphones,1,1961.99,25,1471.5,Debit Card,34,Female
TXN_007809,2023-11-07,Store_D,Phone,6,25726.5,0,154359.0,Net Banking,40,Male
TXN_007810,2023-09-12,Store_B,Laptop,8,60910.55,20,389827.52,Wallet,23,Other
TXN_007811,2023-07-02,Store_B,Laptop,5,63791.61,25,239218.54,Net Banking,22,Other
TXN_007812,2023-09-24,Store_A,Headphones,7,2275.66,0,15929.64,Wallet,21,Other
TXN_007813,2023-12-19,Store_C,Monitor,9,20269.97,25,136822.26,Net Banking,36,Other
TXN_007814,2023-12-10,Store_C,Router,9,2718.18,10,22017.29,Net Banking,26,Other
TXN_007815,2024-09-06,Store_A,Charger,5,500.08,0,2500.42,UPI,17,Other
TXN_007816,2023-02-18,Store_C,SSD,9,4287.21,10,34726.37,Debit Card,38,Male
TXN_007817,2023-04-15,Store_C,RAM,3,2779.26,0,8337.78,Wallet,30,Other
TXN_007818,2023-09-02,Store_C,Phone,8,29924.31,20,191515.6,UPI,31,Female
TXN_007819,2024-11-22,Store_A,Mouse,4,871.41,0,3485.65,Credit Card,40,Other
TXN_007820,2024-02-19,Store_D,Charger,6,499.36,20,2396.94,Debit Card,40,Female
TXN_007821,2024-01-13,Store_A,Headphones,9,1878.29,0,16904.6,Cash,27,Female
TXN_007822,2024-03-29,Store_A,Phone,3,31862.84,20,76470.81,Credit Card,42,Male
TXN_007823,2023-10-17,Store_A,Phone,5,33925.23,0,169626.16,Cash,36,Female
TXN_007824,2023-07-18,Store_D,Printer,2,15383.49,0,30766.98,Debit Card,69,Male
TXN_007825,2024-08-17,Store_B,Laptop,9,56458.73,0,508128.55,Net Banking,19,Female
TXN_007826,2024-09-22,Store_B,Charger,3,469.64,15,1197.59,Debit Card,25,Male
TXN_007827,2023-03-08,Store_B,Charger,8,468.31,0,3746.51,Net Banking,36,Female
TXN_007828,2023-09-17,Store_C,Tablet,3,25848.33,5,73667.73,Net Banking,38,Male
TXN_007829,2024-08-06,Store_E,Tablet,6,24540.65,25,110432.93,Debit Card,45,Male
TXN_007830,2023-07-25,Store_E,Cable,8,172.16,15,1170.72,Net Banking,31,Male
TXN_007831,2024-12-23,Store_C,RAM,5,3117.66,0,15588.29,Debit Card,24,Other
TXN_007832,2023-08-08,Store_A,Mouse,5,872.37,20,3489.5,Cash,33,Male
TXN_007833,2023-02-04,Store_C,Headphones,2,2060.38,5,3914.73,Wallet,29,Female
TXN_007834,2024-05-14,Store_D,Laptop,8,59690.23,0,477521.87,UPI,40,Female
TXN_007835,2023-12-22,Store_D,Monitor,2,21891.97,0,43783.95,Wallet,40,Other
TXN_007836,2024-08-05,Store_E,Charger,8,534.28,5,4060.53,UPI,31,Other
TXN_007837,2023-02-03,Store_B,Printer,6,14047.91,0,84287.48,Net Banking,40,Other
TXN_007838,2024-01-20,Store_B,Cable,7,213.07,20,1193.19,Credit Card,31,Other
TXN_007839,2023-12-18,Store_A,Speaker,5,2919.97,20,11679.87,Debit Card,26,Male
TXN_007840,2024-02-24,Store_D,Phone,6,28104.56,0,168627.34,Net Banking,46,Other
TXN_007841,2024-10-05,Store_D,Tablet,1,24882.16,5,23638.05,UPI,42,Other
TXN_007842,2023-07-01,Store_E,Phone,8,30056.82,10,216409.09,Cash,33,Other
TXN_007843,2024-12-23,Store_C,Tablet,2,26613.7,0,53227.4,Cash,37,Female
TXN_007844,2024-08-04,Store_A,Monitor,2,18950.39,10,34110.71,Wallet,13,Male
TXN_007845,2023-04-15,Store_A,Speaker,5,2503.85,25,9389.44,Debit Card,24,Female
TXN_007846,2023-03-03,Store_B,Router,2,2296.66,5,4363.65,UPI,22,Male
TXN_007847,2023-07-11,Store_A,Charger,8,537.24,5,4083.0,Debit Card,57,Female
TXN_007848,2023-11-16,Store_C,Monitor,4,23925.02,0,95700.09,Cash,33,Female
TXN_007849,2024-08-20,Store_E,Headphones,2,2250.3,10,4050.54,UPI,48,Other
TXN_007850,2023-10-26,Store_E,Keyboard,4,1206.22,15,4101.16,UPI,53,Other
TXN_007851,2023-12-09,Store_C,Headphones,8,2265.08,0,18120.64,Net Banking,49,Other
TXN_007852,2024-10-31,Store_D,Camera,3,38526.16,20,92462.79,Credit Card,32,Other
TXN_007853,2024-09-25,Store_D,Laptop,3,57550.0,0,172649.99,Net Banking,43,Female
TXN_007854,2024-02-21,Store_D,Mouse,5,1027.9,20,4111.62,Credit Card,35,Female
TXN_007855,2024-03-09,Store_D,Printer,3,16010.72,5,45630.57,Wallet,42,Female
TXN_007856,2024-12-27,Store_C,Phone,3,33806.39,15,86206.29,Debit Card,43,Other
TXN_007857,2023-04-13,Store_D,Headphones,9,1778.06,0,16002.55,UPI,41,Male
TXN_007858,2024-10-30,Store_B,SSD,7,3984.08,25,20916.43,Cash,43,Other
TXN_007859,2023-04-25,Store_A,Mouse,6,615.36,25,2769.11,Cash,33,Male
TXN_007860,2024-09-27,Store_C,Laptop,2,53897.23,10,97015.02,Wallet,17,Other
TXN_007861,2024-11-05,Store_C,Laptop,2,57302.56,10,103144.6,Net Banking,47,Other
TXN_007862,2024-01-27,Store_E,Router,3,2650.7,5,7554.5,Net Banking,38,Female
TXN_007863,2024-07-19,Store_D,Camera,6,42420.82,10,229072.45,UPI,37,Other
TXN_007864,2024-01-01,Store_B,RAM,1,2877.38,15,2445.77,Net Banking,14,Male
TXN_007865,2024-02-12,Store_D,Cable,6,204.03,15,1040.55,Debit Card,21,Female
TXN_007866,2023-06-10,Store_A,Laptop,9,57752.26,0,519770.37,Credit Card,37,Male
TXN_007867,2024-12-23,Store_A,Router,7,2714.99,5,18054.69,UPI,30,Other
TXN_007868,2023-05-27,Store_A,Camera,2,41840.67,0,83681.34,Wallet,33,Female
TXN_007869,2023-08-02,Store_B,Router,6,2334.52,0,14007.1,UPI,15,Male
TXN_007870,2023-03-03,Store_B,Cable,6,197.89,20,949.85,Cash,14,Female
TXN_007871,2024-08-23,Store_E,Laptop,5,54097.35,0,270486.74,UPI,59,Female
TXN_007872,2023-06-11,Store_A,Tablet,5,24845.05,20,99380.19,Debit Card,42,Other
TXN_007873,2023-07-07,Store_C,Charger,4,460.51,0,1842.05,Cash,37,Female
TXN_007874,2023-08-24,Store_C,Laptop,4,54092.72,5,205552.32,Credit Card,33,Male
TXN_007875,2024-10-13,Store_C,Laptop,1,56060.42,20,44848.33,Net Banking,37,Female
TXN_007876,2023-09-14,Store_C,Tablet,2,25708.45,5,48846.06,Debit Card,35,Female
TXN_007877,2023-01-16,Store_C,Monitor,9,18516.67,5,158317.53,Net Banking,57,Other
TXN_007878,2024-01-11,Store_B,Laptop,5,55982.9,10,251923.06,Debit Card,33,Other
TXN_007879,2023-04-10,Store_E,Phone,8,27138.02,25,162828.14,Cash,41,Female
TXN_007880,2024-12-18,Store_B,Laptop,9,64241.31,0,578171.76,Cash,57,Female
TXN_007881,2024-05-18,Store_C,Laptop,7,63604.15,10,400706.14,Cash,-3,Female
TXN_007882,2024-11-29,Store_A,RAM,6,3247.91,10,17538.72,Cash,36,Other
TXN_007883,2023-09-03,Store_E,Mouse,1,852.86,20,682.29,Wallet,37,Male
TXN_007884,2023-03-01,Store_C,Tablet,9,25592.43,25,172748.89,Credit Card,40,Other
TXN_007885,2024-08-31,Store_C,Laptop,6,61434.42,25,276454.88,Debit Card,24,Other
TXN_007886,2024-03-23,Store_E,Charger,4,448.37,0,1793.48,UPI,33,Female
TXN_007887,2024-12-07,Store_B,Printer,2,14157.53,0,28315.06,Debit Card,30,Female
TXN_007888,2023-10-02,Store_A,Camera,1,42347.78,0,42347.78,Cash,48,Male
TXN_007889,2024-05-29,Store_A,Headphones,5,1839.98,0,9199.91,Credit Card,38,Female
TXN_007890,2023-05-21,Store_E,RAM,7,2860.87,5,19024.78,Debit Card,30,Male
TXN_007891,2024-10-01,Store_A,Charger,2,540.53,0,1081.06,UPI,49,Female
TXN_007892,2024-11-27,Store_C,Mouse,2,825.09,10,1485.16,Wallet,31,Male
TXN_007893,2024-01-26,Store_B,Headphones,1,1977.92,0,1977.92,UPI,42,Female
TXN_007894,2024-11-23,Store_A,SSD,1,3684.29,0,3684.29,Debit Card,40,Female
TXN_007895,2023-08-06,Store_D,Monitor,8,17122.3,0,136978.44,Net Banking,37,Female
TXN_007896,2024-05-23,Store_D,Cable,7,170.07,20,952.39,UPI,40,Female
TXN_007897,2023-06-24,Store_D,Router,2,2153.13,0,4306.27,Net Banking,42,Male
TXN_007898,2024-12-26,Store_D,Tablet,1,22086.05,10,19877.44,Wallet,32,Other
TXN_007899,2024-05-14,Store_B,Keyboard,7,1286.16,20,7202.47,UPI,33,Female
TXN_007900,2023-05-22,Store_D,Tablet,1,27932.7,10,25139.43,Net Banking,35,Male
TXN_007901,2024-02-03,Store_C,Charger,7,566.46,5,3766.97,Net Banking,13,Male
TXN_007902,2023-02-27,Store_B,Tablet,1,25518.92,0,25518.92,Credit Card,17,Male
TXN_007903,2024-01-14,Store_A,Charger,9,539.98,0,4859.86,Credit Card,26,Other
TXN_007904,2023-12-21,Store_C,Monitor,7,20598.45,0,144189.14,Debit Card,29,Female
TXN_007905,2024-03-08,Store_B,Mouse,1,806.71,0,806.71,UPI,21,Male
TXN_007906,2023-11-10,Store_A,Phone,1,32679.06,0,32679.06,Wallet,25,Other
TXN_007907,2024-02-27,Store_B,Keyboard,5,1185.64,10,5335.4,Net Banking,22,Male
TXN_007908,2023-04-07,Store_D,Speaker,7,2776.09,10,17489.37,UPI,29,Male
TXN_007909,2023-11-22,Store_E,RAM,1,2912.36,5,2766.74,Wallet,21,Female
TXN_007910,2023-10-18,Store_D,Monitor,1,19588.91,10,17630.02,Net Banking,41,Female
TXN_007911,2023-08-25,Store_D,Keyboard,7,1189.06,10,7491.11,Debit Card,39,Female
TXN_007912,2024-11-30,Store_D,Phone,8,28063.49,25,168380.97,Net Banking,31,Male
TXN_007913,2023-02-21,Store_B,Charger,5,521.79,0,2608.95,Credit Card,37,Female
TXN_007914,2024-11-09,Store_C,Phone,2,29706.89,10,53472.4,Cash,38,Female
TXN_007915,2024-06-28,Store_C,Phone,7,32045.18,10,201884.66,UPI,30,Male
TXN_007916,2023-09-23,Store_E,Speaker,3,2907.62,0,8722.85,Debit Card,34,Male
TXN_007917,2024-01-08,Store_D,Headphones,9,1922.35,10,15571.06,Cash,42,Male
TXN_007918,2023-10-18,Store_C,Router,3,2521.27,0,7563.82,Credit Card,34,Other
TXN_007919,2023-06-11,Store_C,Headphones,8,2148.33,0,17186.66,Cash,34,Other
TXN_007920,2024-03-08,Store_E,Printer,4,16299.17,5,61936.86,Credit Card,42,Other
TXN_007921,2023-10-06,Store_B,Monitor,8,20136.13,10,144980.12,Net Banking,13,Female
TXN_007922,2023-04-06,Store_C,Router,1,2228.56,0,2228.56,Net Banking,18,Female
TXN_007923,2024-04-18,Store_D,Printer,8,13393.01,5,101786.86,Net Banking,42,Other
TXN_007924,2024-11-03,Store_B,Speaker,1,3234.59,5,3072.86,Net Banking,60,Female
TXN_007925,2023-03-05,Store_E,Cable,8,196.63,0,1573.01,Wallet,34,Male
TXN_007926,2024-08-22,Store_B,RAM,6,2788.88,5,15896.6,Net Banking,49,Other
TXN_007927,2024-12-14,Store_A,Headphones,2,2295.07,15,3901.61,UPI,30,Male
TXN_007928,2024-05-09,Store_A,Camera,4,40644.1,5,154447.56,Net Banking,41,Female
TXN_007929,2024-05-20,Store_A,RAM,1,2890.45,0,2890.45,UPI,40,Male
TXN_007930,2024-11-20,Store_C,Tablet,1,24910.19,10,22419.17,Credit Card,27,Other
TXN_007931,2023-01-03,Store_D,SSD,7,3710.2,20,20777.14,Debit Card,53,Male
TXN_007932,2024-01-07,Store_E,Camera,2,34156.15,15,58065.45,Debit Card,35,Other
TXN_007933,2024-04-18,Store_A,Cable,7,225.26,0,1576.83,Wallet,36,Female
TXN_007934,2023-07-24,Store_B,Printer,1,18998.98,5,18049.03,Cash,34,Male
TXN_007935,2023-09-14,Store_B,Printer,9,12891.85,15,98622.67,Debit Card,38,Female
TXN_007936,2024-12-08,Store_E,SSD,5,4379.37,0,21896.84,Wallet,30,Male
TXN_007937,2023-01-05,Store_E,Printer,2,14927.96,0,29855.92,Cash,52,Female
TXN_007938,2024-11-06,Store_A,SSD,9,4021.95,5,34387.68,Wallet,29,Female
TXN_007939,2024-10-12,Store_C,RAM,7,3277.23,20,18352.47,Credit Card,57,Female
TXN_007940,2023-11-21,Store_E,Cable,5,196.03,0,980.16,Net Banking,31,Male
TXN_007941,2024-10-02,Store_E,Headphones,8,2144.86,0,17158.84,Cash,46,Other
TXN_007942,2024-03-05,Store_D,Speaker,2,2966.42,0,5932.84,Credit Card,45,Other
TXN_007943,2023-09-01,Store_C,Camera,3,34323.31,10,92672.94,Net Banking,21,Female
TXN_007944,2024-03-29,Store_E,SSD,3,4154.52,10,11217.21,Cash,52,Male
TXN_007945,2024-07-18,Store_C,Headphones,1,1632.44,10,1469.19,Wallet,43,Male
TXN_007946,2023-02-10,Store_E,Tablet,1,23199.58,0,23199.58,Net Banking,25,Other
TXN_007947,2024-10-25,Store_E,Phone,2,30764.07,0,61528.15,Debit Card,45,Other
TXN_007948,2024-05-10,Store_E,Camera,6,33555.37,20,161065.75,Net Banking,30,Other
TXN_007949,2023-07-26,Store_D,Laptop,7,51646.77,0,361527.4,Cash,55,Female
TXN_007950,2024-08-08,Store_D,Laptop,7,59385.67,5,394914.72,Debit Card,61,Female
TXN_007951,2024-11-04,Store_E,Cable,4,159.86,10,575.49,Net Banking,42,Other
TXN_007952,2024-09-08,Store_E,SSD,2,3348.54,25,5022.8,UPI,28,Male
TXN_007953,2023-07-03,Store_E,Speaker,4,3412.97,15,11604.09,Credit Card,36,Female
TXN_007954,2023-08-06,Store_E,Camera,6,38350.32,20,184081.55,UPI,48,Other
TXN_007955,2024-02-22,Store_D,Speaker,9,3072.25,0,27650.27,UPI,30,Male
TXN_007956,2023-04-09,Store_B,Keyboard,2,1221.19,10,2198.15,Net Banking,27,Male
TXN_007957,2024-07-18,Store_B,Cable,1,203.65,0,203.65,Debit Card,42,Other
TXN_007958,2024-09-24,Store_B,Mouse,4,859.43,0,3437.72,Net Banking,48,Female
TXN_007959,2023-02-11,Store_E,Router,6,2498.66,5,14242.36,Wallet,45,Female
TXN_007960,2023-07-12,Store_D,SSD,6,3113.75,0,18682.52,Debit Card,30,Female
TXN_007961,2024-05-02,Store_B,Cable,8,234.08,0,1872.66,Net Banking,35,Other
TXN_007962,2023-04-08,Store_C,Charger,5,479.57,5,2277.98,Credit Card,25,Male
TXN_007963,2023-08-30,Store_D,Monitor,4,16101.38,5,61185.24,Wallet,16,Other
TXN_007964,2024-08-18,Store_E,Cable,9,203.28,0,1829.54,Net Banking,32,Other
TXN_007965,2023-05-19,Store_D,Camera,2,42354.15,15,72002.05,Debit Card,44,Female
TXN_007966,2024-04-05,Store_C,Charger,1,459.27,15,390.38,Wallet,39,Female
TXN_007967,2023-08-03,Store_A,Cable,7,186.25,0,1303.74,Cash,26,Other
TXN_007968,2024-01-16,Store_B,Tablet,8,30715.37,5,233436.79,Net Banking,28,Female
TXN_007969,2024-06-20,Store_B,Phone,4,30482.96,0,121931.83,Debit Card,43,Other
TXN_007970,2024-02-20,Store_E,Cable,8,210.02,5,1596.18,Debit Card,43,Female
TXN_007971,2023-07-29,Store_A,Router,2,2709.99,5,5148.97,Wallet,62,Other
TXN_007972,2024-07-26,Store_E,Headphones,2,2072.85,10,3731.14,Net Banking,21,Male
TXN_007973,2024-04-23,Store_C,Laptop,1,59449.77,5,56477.28,Net Banking,39,Other
TXN_007974,2024-07-07,Store_A,Keyboard,4,1184.85,10,4265.47,Wallet,29,Male
TXN_007975,2023-04-18,Store_E,Charger,7,541.07,0,3787.48,Cash,20,Female
TXN_007976,2024-12-28,Store_A,RAM,4,2885.02,5,10963.09,UPI,28,Female
TXN_007977,2024-10-11,Store_B,Printer,7,16425.47,5,109229.37,UPI,19,Female
TXN_007978,2023-11-25,Store_C,Laptop,4,63080.28,0,252321.13,Cash,36,Other
TXN_007979,2023-05-10,Store_C,Laptop,6,49420.2,0,296521.17,Debit Card,26,Female
TXN_007980,2024-10-23,Store_D,Monitor,9,18862.42,0,169761.77,Net Banking,53,Other
TXN_007981,2023-10-29,Store_D,Tablet,7,29480.52,20,165090.92,Net Banking,46,Male
TXN_007982,2024-03-10,Store_E,Cable,5,243.66,5,1157.38,Credit Card,32,Female
TXN_007983,2023-12-20,Store_A,Router,9,2631.74,0,23685.62,Wallet,34,Other
TXN_007984,2023-10-16,Store_E,Mouse,8,840.18,15,5713.22,Cash,32,Female
TXN_007985,2024-05-26,Store_D,Keyboard,4,965.03,0,3860.12,Credit Card,19,Female
TXN_007986,2024-12-06,Store_D,Laptop,6,49372.11,0,296232.67,Debit Card,28,Female
TXN_007987,2024-10-22,Store_E,Printer,5,13634.95,0,68174.74,Debit Card,41,Female
TXN_007988,2023-06-21,Store_D,Router,1,2591.28,0,2591.28,Credit Card,33,Female
TXN_007989,2024-10-10,Store_A,SSD,2,3653.82,15,6211.49,UPI,45,Male
TXN_007990,2024-08-18,Store_A,Printer,1,17934.63,10,16141.16,Wallet,40,Other
TXN_007991,2024-10-18,Store_D,Laptop,5,48938.91,5,232459.83,UPI,56,Female
TXN_007992,2024-02-14,Store_D,Tablet,8,23773.01,5,180674.85,Debit Card,46,Female
TXN_007993,2024-12-25,Store_B,Keyboard,5,1319.63,0,6598.15,Net Banking,36,Female
TXN_007994,2024-02-03,Store_B,Tablet,2,19962.95,5,37929.6,UPI,39,Female
TXN_007995,2024-08-16,Store_D,Keyboard,3,1386.52,0,4159.57,Net Banking,18,Female
TXN_007996,2024-12-04,Store_B,Charger,8,517.31,0,4138.47,Net Banking,27,Female
TXN_007997,2024-02-06,Store_E,Laptop,1,53413.78,10,48072.4,Debit Card,43,Female
TXN_007998,2024-10-14,Store_A,Laptop,9,50831.21,0,457480.86,Debit Card,22,Other
TXN_007999,2024-05-13,Store_C,Monitor,1,19714.99,5,18729.24,Wallet,36,Female
TXN_008000,2024-04-29,Store_B,Monitor,9,19022.36,20,136961.01,Debit Card,40,Male
TXN_008001,2024-04-02,Store_B,SSD,2,3763.27,0,7526.54,Wallet,17,Male
TXN_008002,2023-08-12,Store_C,Cable,3,196.96,5,561.35,Cash,34,Female
TXN_008003,2023-08-06,Store_C,RAM,7,3362.63,0,23538.42,Net Banking,19,Male
TXN_008004,2023-03-03,Store_D,Mouse,1,695.48,0,695.48,Wallet,22,Female
TXN_008005,2024-08-12,Store_B,Mouse,3,865.56,10,2337.02,Credit Card,39,Female
TXN_008006,2023-01-17,Store_D,Keyboard,6,1105.49,0,6632.95,Debit Card,34,Male
TXN_008007,2023-01-27,Store_E,Monitor,9,18484.41,0,166359.69,Debit Card,22,Female
TXN_008008,2024-10-24,Store_C,Camera,4,35072.55,10,126261.19,Debit Card,41,Female
TXN_008009,2023-08-16,Store_E,Charger,3,547.45,5,1560.25,Cash,40,Other
TXN_008010,2024-07-21,Store_C,Keyboard,5,1362.33,5,6471.07,Credit Card,18,Male
TXN_008011,2024-08-17,Store_D,SSD,8,4136.73,20,26475.08,UPI,30,Other
TXN_008012,2023-07-23,Store_C,Headphones,1,2013.94,10,1812.54,UPI,27,Female
TXN_008013,2024-02-06,Store_E,Charger,7,464.37,0,3250.62,Cash,25,Male
TXN_008014,2024-07-17,Store_C,Monitor,4,20888.39,10,75198.2,Debit Card,23,Female
TXN_008015,2023-07-19,Store_C,Keyboard,1,1229.65,10,1106.69,Debit Card,20,Male
TXN_008016,2023-11-09,Store_A,RAM,3,2991.76,10,8077.74,Debit Card,27,Other
TXN_008017,2024-05-09,Store_D,SSD,4,4103.34,0,16413.37,Credit Card,44,Male
TXN_008018,2023-09-30,Store_D,Printer,9,12687.09,5,108474.65,Credit Card,43,Female
TXN_008019,2023-01-14,Store_C,Speaker,4,2979.29,5,11321.3,UPI,26,Other
TXN_008020,2024-12-09,Store_E,Printer,3,16018.4,10,43249.69,Net Banking,42,Male
TXN_008021,2023-09-16,Store_C,SSD,2,4270.13,5,8113.25,Debit Card,34,Other
TXN_008022,2023-01-04,Store_D,SSD,2,4448.4,5,8451.97,Net Banking,60,Male
