Transaction_ID,Account_Number,Date,Transaction_Type,Amount_INR,Balance_After,Bank,Branch,Channel,Fraud_Flag,Is_International
BNK_00004298,ACCT_771381,2024-10-09,Withdrawal,909.9,329934.72,HDFC,Branch_6,RTGS,0,0
BNK_00004299,ACCT_973724,2022-10-16,Refund,1801.01,232572.78,Kotak,Branch_65,RTGS,0,0
BNK_00004300,ACCT_951540,2024-02-22,Refund,1710.04,402745.15,HDFC,Branch_100,ATM,0,0
BNK_00004301,ACCT_900354,2023-07-04,Refund,10044.73,497205.91,Yes_Bank,Branch_99,ATM,0,0
BNK_00004302,ACCT_439233,2022-04-25,Payment,14034.02,298071.31,PNB,Branch_24,RTGS,0,0
BNK_00004303,ACCT_949722,2024-06-09,Deposit,6632.88,76062.2,HDFC,Branch_55,Branch,0,0
BNK_00004304,ACCT_189216,2022-03-28,Refund,5382.33,283742.33,Axis,Branch_6,Mobile,0,0
BNK_00004305,ACCT_167820,2024-08-11,Interest,1318.47,308401.21,PNB,Branch_28,NEFT,1,0
BNK_00004306,ACCT_585163,2022-02-21,Payment,23.86,156256.37,SBI,Branch_74,Online,0,0
BNK_00004307,ACCT_416997,2022-10-02,Withdrawal,1311.67,181518.14,ICICI,Branch_23,Online,0,0
BNK_00004308,ACCT_162535,2024-11-14,Withdrawal,738.95,10473.18,Yes_Bank,Branch_32,UPI,0,0
BNK_00004309,ACCT_542012,2024-03-20,Interest,2211.09,209166.71,BOB,Branch_94,Branch,0,0
BNK_00004310,ACCT_965454,2023-11-06,Deposit,9591.16,358056.91,HDFC,Branch_88,NEFT,0,1
BNK_00004311,ACCT_566455,2022-05-21,Deposit,7460.65,359786.05,BOB,Branch_9,Online,0,0
BNK_00004312,ACCT_937433,2022-05-10,Transfer,9568.21,386988.29,Axis,Branch_36,ATM,0,0
BNK_00004313,ACCT_366091,2022-02-01,Deposit,11289.22,447002.93,Yes_Bank,Branch_91,NEFT,0,0
BNK_00004314,ACCT_509932,2024-04-19,Refund,927.35,352685.44,BOB,Branch_88,NEFT,0,0
BNK_00004315,ACCT_312470,2024-06-19,Transfer,4988.19,123424.58,Axis,Branch_23,Mobile,0,0
BNK_00004316,ACCT_159943,2024-02-18,Refund,4073.35,254180.52,ICICI,Branch_90,NEFT,0,0
BNK_00004317,ACCT_924124,2022-03-04,Withdrawal,9104.94,326959.84,PNB,Branch_23,Branch,1,0
BNK_00004318,ACCT_300290,2022-01-13,Deposit,24765.49,3015.09,BOB,Branch_81,Branch,1,0
BNK_00004319,ACCT_935544,2023-11-02,Transfer,1792.12,376935.8,BOB,Branch_36,Online,0,1
BNK_00004320,ACCT_636667,2024-10-28,Withdrawal,4163.13,199894.57,SBI,Branch_76,Online,0,1
BNK_00004321,ACCT_274317,2023-02-11,Interest,11702.69,147715.53,Kotak,Branch_63,ATM,1,0
BNK_00004322,ACCT_985930,2024-04-28,Payment,1099.11,487191.27,Kotak,Branch_3,UPI,0,0
BNK_00004323,ACCT_767175,2023-11-28,Interest,5734.85,382885.83,ICICI,Branch_18,Mobile,0,0
BNK_00004324,ACCT_305906,2024-07-24,Interest,5421.11,479459.89,Yes_Bank,Branch_99,ATM,0,0
BNK_00004325,ACCT_763277,2024-12-15,Deposit,7814.8,14058.74,BOB,Branch_6,ATM,0,0
BNK_00004326,ACCT_735047,2024-07-17,Transfer,3645.74,379634.24,Yes_Bank,Branch_64,RTGS,0,0
BNK_00004327,ACCT_644504,2023-12-31,Payment,1421.14,444416.31,Yes_Bank,Branch_36,Online,1,0
BNK_00004328,ACCT_639445,2024-07-30,Deposit,2910.59,378068.22,Axis,Branch_97,RTGS,0,0
BNK_00004329,ACCT_229071,2023-10-02,Interest,9413.44,226400.09,HDFC,Branch_4,Online,0,0
BNK_00004330,ACCT_921024,2024-11-19,Deposit,2071.9,164696.17,Axis,Branch_81,NEFT,0,0
BNK_00004331,ACCT_652372,2023-07-17,Transfer,10349.16,438619.81,Yes_Bank,Branch_80,UPI,0,1
BNK_00004332,ACCT_104305,2023-04-29,Withdrawal,6280.54,475025.86,Kotak,Branch_1,RTGS,0,0
BNK_00004333,ACCT_398585,2023-06-05,Payment,16828.15,104837.8,Axis,Branch_15,RTGS,0,0
BNK_00004334,ACCT_866410,2022-04-01,Withdrawal,122.1,307766.28,BOB,Branch_10,ATM,1,0
BNK_00004335,ACCT_473885,2023-03-18,Withdrawal,5375.41,311870.44,SBI,Branch_7,UPI,0,0
BNK_00004336,ACCT_114470,2024-09-29,Transfer,1960.97,379909.95,BOB,Branch_8,Online,0,0
BNK_00004337,ACCT_261748,2022-03-07,Interest,5041.23,384754.33,ICICI,Branch_37,RTGS,0,0
BNK_00004338,ACCT_306300,2022-08-26,Withdrawal,8598.42,425054.32,SBI,Branch_70,Online,0,0
BNK_00004339,ACCT_532699,2022-07-19,Payment,3152.36,270111.89,BOB,Branch_2,NEFT,0,0
BNK_00004340,ACCT_676526,2023-12-26,Deposit,4040.18,83792.01,SBI,Branch_5,ATM,0,0
BNK_00004341,ACCT_752870,2024-10-08,Transfer,2250.63,269401.11,Kotak,Branch_54,UPI,0,0
BNK_00004342,ACCT_426751,2024-10-30,Deposit,2568.82,488917.75,BOB,Branch_35,RTGS,0,0
BNK_00004343,ACCT_102174,2024-04-03,Interest,6062.14,324967.61,Axis,Branch_40,Online,0,1
BNK_00004344,ACCT_769166,2022-01-12,Transfer,3583.24,230430.2,HDFC,Branch_79,Branch,1,0
BNK_00004345,ACCT_360960,2022-04-08,Payment,2125.47,151859.48,HDFC,Branch_55,ATM,0,0
BNK_00004346,ACCT_652875,2022-08-02,Interest,533.28,239166.13,BOB,Branch_100,Mobile,0,0
BNK_00004347,ACCT_582282,2024-07-27,Transfer,3930.65,156086.36,Yes_Bank,Branch_38,RTGS,0,0
BNK_00004348,ACCT_664014,2022-06-21,Transfer,4071.76,169623.09,Yes_Bank,Branch_7,Mobile,0,1
BNK_00004349,ACCT_272566,2024-09-14,Deposit,4045.32,301145.69,Yes_Bank,Branch_9,Online,0,0
BNK_00004350,ACCT_604152,2022-03-23,Payment,9628.83,302471.96,SBI,Branch_61,RTGS,0,0
BNK_00004351,ACCT_592209,2022-08-11,Interest,21811.56,435850.05,SBI,Branch_54,NEFT,0,0
BNK_00004352,ACCT_342056,2024-05-18,Interest,1421.1,442473.68,Yes_Bank,Branch_100,Branch,0,0
BNK_00004353,ACCT_303530,2023-06-15,Withdrawal,8594.79,80653.74,PNB,Branch_70,Branch,0,0
BNK_00004354,ACCT_640673,2023-05-07,Interest,4689.6,43522.44,HDFC,Branch_53,Mobile,1,0
BNK_00004355,ACCT_890581,2022-09-10,Deposit,380.75,220492.87,HDFC,Branch_92,NEFT,0,0
BNK_00004356,ACCT_323797,2022-10-26,Transfer,752.2,358962.53,ICICI,Branch_19,Mobile,0,0
BNK_00004357,ACCT_321254,2023-08-07,Refund,3512.86,408445.15,HDFC,Branch_13,Online,0,0
BNK_00004358,ACCT_819089,2023-02-15,Refund,270.98,296859.1,BOB,Branch_51,Branch,0,0
BNK_00004359,ACCT_404207,2024-11-14,Withdrawal,7429.56,430685.6,Yes_Bank,Branch_29,Branch,0,0
BNK_00004360,ACCT_496419,2023-01-01,Transfer,3841.73,488773.9,ICICI,Branch_86,Online,0,1
BNK_00004361,ACCT_446688,2022-05-31,Payment,1802.96,68428.33,HDFC,Branch_42,Branch,0,0
BNK_00004362,ACCT_543137,2022-02-08,Interest,5081.83,221268.51,BOB,Branch_5,NEFT,0,0
BNK_00004363,ACCT_556997,2023-03-24,Interest,7119.42,436556.59,SBI,Branch_70,NEFT,0,0
BNK_00004364,ACCT_325387,2022-12-13,Deposit,265.26,374567.58,SBI,Branch_76,RTGS,0,0
BNK_00004365,ACCT_327975,2024-05-11,Transfer,458.56,459078.76,Yes_Bank,Branch_54,RTGS,0,0
BNK_00004366,ACCT_599515,2023-01-16,Deposit,5285.23,431720.46,PNB,Branch_53,RTGS,0,0
BNK_00004367,ACCT_344785,2023-12-03,Payment,3986.68,18347.76,SBI,Branch_65,Branch,1,0
BNK_00004368,ACCT_106052,2024-01-07,Interest,10469.24,174693.23,PNB,Branch_66,Mobile,0,1
BNK_00004369,ACCT_776066,2023-05-08,Deposit,3497.45,195419.64,HDFC,Branch_82,Online,0,0
BNK_00004370,ACCT_496217,2022-11-15,Payment,7746.81,442590.51,SBI,Branch_61,Branch,0,0
BNK_00004371,ACCT_720692,2024-07-31,Transfer,14854.79,343126.29,HDFC,Branch_14,ATM,1,1
BNK_00004372,ACCT_980956,2022-01-25,Refund,12.96,300406.92,ICICI,Branch_82,NEFT,0,0
BNK_00004373,ACCT_991944,2024-06-30,Transfer,1218.29,153579.29,PNB,Branch_49,UPI,0,0
BNK_00004374,ACCT_442724,2023-02-21,Interest,7701.74,421236.63,SBI,Branch_57,ATM,0,0
BNK_00004375,ACCT_180627,2024-12-26,Withdrawal,9654.77,300214.12,Axis,Branch_63,RTGS,1,0
BNK_00004376,ACCT_797239,2024-03-23,Transfer,1214.03,470508.91,SBI,Branch_19,UPI,0,0
BNK_00004377,ACCT_978902,2023-01-01,Transfer,3826.86,281238.81,Yes_Bank,Branch_4,Mobile,0,0
BNK_00004378,ACCT_714662,2023-07-16,Deposit,9710.73,113513.68,HDFC,Branch_78,ATM,1,0
BNK_00004379,ACCT_983222,2022-09-20,Withdrawal,1585.4,103483.19,Axis,Branch_96,UPI,1,0
BNK_00004380,ACCT_315516,2023-10-03,Refund,2121.56,131406.05,PNB,Branch_20,Online,0,0
BNK_00004381,ACCT_701905,2024-10-18,Transfer,1638.29,392919.07,Yes_Bank,Branch_27,RTGS,0,0
BNK_00004382,ACCT_547242,2024-11-02,Withdrawal,1599.56,466390.48,Axis,Branch_36,Online,0,0
BNK_00004383,ACCT_368183,2024-01-10,Interest,5591.02,199940.37,Axis,Branch_79,Mobile,0,0
BNK_00004384,ACCT_846590,2024-03-31,Interest,6630.95,93789.59,Yes_Bank,Branch_22,Online,0,0
BNK_00004385,ACCT_137105,2023-04-02,Interest,4157.79,196845.14,SBI,Branch_52,ATM,0,0
BNK_00004386,ACCT_469334,2024-11-11,Deposit,3213.65,120146.69,SBI,Branch_98,UPI,0,0
BNK_00004387,ACCT_572346,2022-02-16,Withdrawal,930.13,206044.53,Kotak,Branch_40,ATM,0,0
BNK_00004388,ACCT_640559,2024-01-04,Withdrawal,10975.21,491367.41,Yes_Bank,Branch_83,NEFT,0,0
BNK_00004389,ACCT_421746,2022-01-17,Refund,2918.78,406581.57,PNB,Branch_75,Mobile,0,0
BNK_00004390,ACCT_335390,2023-09-29,Interest,8129.01,245825.5,BOB,Branch_74,Online,0,0
BNK_00004391,ACCT_360443,2023-07-14,Transfer,31.02,89457.75,Kotak,Branch_50,UPI,0,1
BNK_00004392,ACCT_311225,2022-01-28,Refund,11847.96,29257.26,Kotak,Branch_74,UPI,0,0
BNK_00004393,ACCT_527838,2024-12-21,Transfer,199.89,31209.97,SBI,Branch_16,Branch,0,0
BNK_00004394,ACCT_132114,2023-10-24,Payment,12972.06,319738.4,Yes_Bank,Branch_12,RTGS,0,0
BNK_00004395,ACCT_689076,2024-04-23,Transfer,6043.01,23740.51,Axis,Branch_52,RTGS,0,0
BNK_00004396,ACCT_711660,2022-01-05,Withdrawal,5923.12,343954.65,PNB,Branch_13,Online,0,0
BNK_00004397,ACCT_983624,2023-05-25,Interest,886.13,233347.34,PNB,Branch_57,NEFT,0,0
BNK_00004398,ACCT_740139,2024-04-12,Deposit,3334.41,492859.21,SBI,Branch_14,UPI,0,0
BNK_00004399,ACCT_872133,2023-12-06,Withdrawal,5316.52,72910.18,Yes_Bank,Branch_89,Online,0,0
BNK_00004400,ACCT_632916,2022-10-12,Deposit,7870.3,280207.61,BOB,Branch_69,Online,0,0
BNK_00004401,ACCT_392810,2022-10-01,Refund,3842.78,126769.63,HDFC,Branch_25,Online,0,0
BNK_00004402,ACCT_143090,2022-12-16,Interest,1550.16,55284.16,HDFC,Branch_67,RTGS,0,0
BNK_00004403,ACCT_959391,2023-07-12,Refund,932.21,424419.35,PNB,Branch_15,RTGS,0,0
BNK_00004404,ACCT_401921,2024-06-16,Withdrawal,2161.35,213687.47,Kotak,Branch_50,RTGS,1,0
BNK_00004405,ACCT_401367,2022-10-09,Interest,609.51,311475.84,BOB,Branch_11,RTGS,0,0
BNK_00004406,ACCT_422853,2022-07-23,Withdrawal,3072.86,373752.21,SBI,Branch_30,Branch,0,0
BNK_00004407,ACCT_197836,2023-10-23,Deposit,14414.56,323180.73,Kotak,Branch_84,Mobile,0,0
BNK_00004408,ACCT_358085,2024-08-28,Deposit,2681.32,359663.82,ICICI,Branch_33,Branch,0,0
BNK_00004409,ACCT_119780,2022-01-13,Transfer,581.32,16144.64,ICICI,Branch_97,RTGS,0,0
BNK_00004410,ACCT_625541,2023-07-04,Withdrawal,4137.56,270774.52,Axis,Branch_33,NEFT,0,0
BNK_00004411,ACCT_590237,2024-05-12,Transfer,2568.82,197430.85,HDFC,Branch_9,NEFT,0,0
BNK_00004412,ACCT_612033,2024-07-19,Withdrawal,3655.53,254247.0,ICICI,Branch_68,ATM,0,0
BNK_00004413,ACCT_617307,2022-07-01,Interest,5481.86,323829.13,Axis,Branch_45,ATM,0,1
BNK_00004414,ACCT_607165,2023-08-16,Deposit,236.71,136352.78,SBI,Branch_4,UPI,0,0
BNK_00004415,ACCT_162410,2023-10-05,Refund,2001.55,51913.03,Yes_Bank,Branch_82,Online,0,0
BNK_00004416,ACCT_918061,2022-01-08,Refund,19572.61,287111.26,SBI,Branch_8,NEFT,0,0
BNK_00004417,ACCT_939584,2024-02-06,Refund,2590.79,251298.05,SBI,Branch_37,NEFT,0,0
BNK_00004418,ACCT_218893,2023-10-15,Withdrawal,4261.7,35466.87,PNB,Branch_99,Online,0,0
BNK_00004419,ACCT_681589,2023-06-10,Interest,331.84,233921.11,Yes_Bank,Branch_79,Branch,0,0
BNK_00004420,ACCT_495335,2022-07-31,Transfer,5040.45,11247.61,Kotak,Branch_5,NEFT,0,1
BNK_00004421,ACCT_144248,2022-05-09,Deposit,193.76,434753.54,Kotak,Branch_23,RTGS,0,0
BNK_00004422,ACCT_410798,2024-06-19,Interest,10678.53,189091.5,Yes_Bank,Branch_17,Branch,0,1
BNK_00004423,ACCT_789799,2023-09-21,Transfer,1153.29,13629.12,HDFC,Branch_28,Online,0,0
BNK_00004424,ACCT_980720,2024-03-10,Withdrawal,95.65,437329.96,ICICI,Branch_68,Mobile,0,0
BNK_00004425,ACCT_562052,2023-06-01,Payment,4922.31,71163.85,PNB,Branch_62,RTGS,0,0
BNK_00004426,ACCT_112469,2023-01-27,Deposit,3652.23,314954.43,Kotak,Branch_18,Mobile,0,0
BNK_00004427,ACCT_789072,2024-08-04,Deposit,7685.15,488300.76,BOB,Branch_36,ATM,0,0
BNK_00004428,ACCT_977906,2023-06-08,Deposit,14586.65,487701.66,Kotak,Branch_64,Online,0,0
BNK_00004429,ACCT_570727,2023-10-28,Transfer,4464.9,52485.91,Yes_Bank,Branch_26,RTGS,0,0
BNK_00004430,ACCT_131313,2024-09-15,Payment,187.03,376972.49,PNB,Branch_50,NEFT,0,0
BNK_00004431,ACCT_871424,2022-04-13,Deposit,4025.07,258290.65,SBI,Branch_23,Online,0,0
BNK_00004432,ACCT_903290,2024-12-16,Transfer,778.87,105130.37,BOB,Branch_94,Online,0,0
BNK_00004433,ACCT_750622,2024-10-15,Deposit,15002.74,457873.47,Axis,Branch_79,Branch,0,0
BNK_00004434,ACCT_426842,2023-01-28,Withdrawal,32.77,98687.38,Yes_Bank,Branch_11,RTGS,0,0
BNK_00004435,ACCT_589407,2024-10-20,Transfer,5158.44,295364.52,Kotak,Branch_32,ATM,0,0
BNK_00004436,ACCT_661324,2022-04-14,Interest,1216.49,478937.17,BOB,Branch_15,RTGS,0,1
BNK_00004437,ACCT_102695,2023-06-04,Withdrawal,7084.43,315403.83,HDFC,Branch_23,UPI,0,0
BNK_00004438,ACCT_632572,2023-01-16,Refund,1785.25,40717.03,BOB,Branch_99,Mobile,0,0
BNK_00004439,ACCT_277063,2024-05-27,Withdrawal,12510.37,479882.86,ICICI,Branch_50,NEFT,1,1
BNK_00004440,ACCT_996442,2023-11-30,Refund,7966.0,17697.39,HDFC,Branch_16,Branch,1,0
BNK_00004441,ACCT_947223,2024-09-02,Withdrawal,3120.39,428266.77,HDFC,Branch_18,RTGS,0,0
BNK_00004442,ACCT_298328,2022-11-30,Refund,1620.92,123862.79,ICICI,Branch_3,RTGS,0,0
BNK_00004443,ACCT_422587,2023-04-15,Withdrawal,5625.84,352530.13,Yes_Bank,Branch_23,UPI,0,0
BNK_00004444,ACCT_932216,2022-04-02,Withdrawal,18551.22,446939.92,ICICI,Branch_34,Mobile,0,0
BNK_00004445,ACCT_428900,2024-01-02,Withdrawal,5371.2,441220.08,Axis,Branch_65,NEFT,0,0
BNK_00004446,ACCT_576477,2023-08-18,Deposit,2416.28,114721.4,Axis,Branch_90,ATM,0,1
BNK_00004447,ACCT_815808,2022-11-15,Withdrawal,3219.09,67536.22,HDFC,Branch_25,RTGS,0,0
BNK_00004448,ACCT_411107,2022-01-28,Deposit,12583.72,281799.48,PNB,Branch_39,Online,0,0
BNK_00004449,ACCT_378805,2024-05-01,Deposit,329.0,466250.79,Axis,Branch_58,Mobile,0,0
BNK_00004450,ACCT_798594,2022-02-11,Interest,4552.36,320792.56,Yes_Bank,Branch_85,Branch,0,0
BNK_00004451,ACCT_865332,2024-06-17,Interest,1942.13,479803.54,BOB,Branch_7,Branch,0,0
BNK_00004452,ACCT_353343,2024-08-30,Interest,2098.86,251230.7,Yes_Bank,Branch_30,RTGS,0,0
BNK_00004453,ACCT_970689,2022-07-24,Interest,2655.77,14626.5,ICICI,Branch_70,Online,0,0
BNK_00004454,ACCT_120118,2023-11-12,Interest,3287.36,5096.45,Kotak,Branch_38,UPI,0,0
BNK_00004455,ACCT_360907,2022-04-12,Withdrawal,1766.1,358733.54,Kotak,Branch_100,Mobile,1,0
BNK_00004456,ACCT_639755,2022-10-23,Interest,5495.47,468879.16,HDFC,Branch_76,Online,0,0
BNK_00004457,ACCT_574622,2024-02-03,Refund,2236.15,89528.22,Yes_Bank,Branch_64,Mobile,0,0
BNK_00004458,ACCT_618963,2023-12-07,Transfer,376.4,325387.56,BOB,Branch_59,NEFT,0,0
BNK_00004459,ACCT_753520,2023-10-07,Interest,10320.23,368168.85,Yes_Bank,Branch_99,ATM,0,0
BNK_00004460,ACCT_758102,2024-12-05,Refund,5181.22,182209.17,SBI,Branch_40,ATM,0,0
BNK_00004461,ACCT_589678,2022-04-03,Transfer,2980.74,214111.9,SBI,Branch_52,Online,0,0
BNK_00004462,ACCT_620631,2023-05-13,Payment,881.15,20877.33,Kotak,Branch_62,NEFT,0,0
BNK_00004463,ACCT_789637,2022-03-20,Transfer,4437.99,186146.56,Kotak,Branch_38,Mobile,0,0
BNK_00004464,ACCT_898386,2022-08-28,Deposit,1607.83,48527.2,HDFC,Branch_91,RTGS,0,0
BNK_00004465,ACCT_734001,2022-03-28,Payment,13923.99,150097.11,PNB,Branch_13,UPI,0,0
BNK_00004466,ACCT_280392,2024-10-15,Payment,1062.17,358924.92,Axis,Branch_15,NEFT,0,0
BNK_00004467,ACCT_451794,2022-09-14,Transfer,5356.05,117835.93,SBI,Branch_29,RTGS,0,0
BNK_00004468,ACCT_414948,2022-03-27,Payment,29398.58,381688.02,Kotak,Branch_39,RTGS,0,0
BNK_00004469,ACCT_947709,2023-06-08,Interest,4359.92,322782.8,SBI,Branch_52,Branch,0,0
BNK_00004470,ACCT_908981,2023-04-06,Interest,6036.66,6078.83,BOB,Branch_45,Mobile,0,0
BNK_00004471,ACCT_306162,2024-10-16,Interest,20262.47,382819.77,BOB,Branch_55,Mobile,0,0
BNK_00004472,ACCT_866771,2023-07-09,Deposit,136.5,312945.68,Yes_Bank,Branch_100,Mobile,0,0
BNK_00004473,ACCT_998322,2022-02-15,Transfer,2000.67,420094.9,BOB,Branch_64,RTGS,0,0
BNK_00004474,ACCT_403765,2023-09-24,Refund,3232.91,224757.12,Axis,Branch_64,UPI,0,1
BNK_00004475,ACCT_571687,2023-10-04,Deposit,5793.6,451068.88,HDFC,Branch_39,Online,0,0
BNK_00004476,ACCT_155793,2024-01-21,Deposit,14295.91,373710.58,ICICI,Branch_23,Branch,0,1
BNK_00004477,ACCT_820650,2022-01-23,Payment,4019.06,497200.19,Yes_Bank,Branch_40,Mobile,0,0
BNK_00004478,ACCT_134005,2024-01-09,Interest,9553.77,95701.52,Kotak,Branch_53,Branch,0,0
BNK_00004479,ACCT_923396,2024-06-10,Withdrawal,7929.61,93612.91,HDFC,Branch_3,Branch,0,0
BNK_00004480,ACCT_893170,2022-12-24,Deposit,3272.05,167316.26,Yes_Bank,Branch_9,UPI,1,0
BNK_00004481,ACCT_307052,2023-01-25,Payment,9650.17,121039.54,BOB,Branch_89,ATM,0,0
BNK_00004482,ACCT_805736,2024-04-15,Deposit,435.64,486119.81,BOB,Branch_91,Mobile,0,0
BNK_00004483,ACCT_357920,2023-03-03,Withdrawal,599.33,423786.59,HDFC,Branch_56,Mobile,0,0
BNK_00004484,ACCT_794485,2024-11-25,Transfer,595.33,66889.07,HDFC,Branch_100,Mobile,0,0
BNK_00004485,ACCT_462966,2024-07-14,Withdrawal,890.82,198522.52,Axis,Branch_3,Branch,0,0
BNK_00004486,ACCT_776340,2023-04-09,Deposit,2549.51,62269.56,Yes_Bank,Branch_30,RTGS,0,0
BNK_00004487,ACCT_682333,2023-04-19,Transfer,6605.79,471499.12,Kotak,Branch_26,ATM,0,0
BNK_00004488,ACCT_245567,2024-04-08,Interest,1047.34,295113.65,HDFC,Branch_49,Mobile,0,0
BNK_00004489,ACCT_465184,2024-03-11,Refund,1079.25,299330.02,HDFC,Branch_15,RTGS,0,0
BNK_00004490,ACCT_759324,2022-02-09,Withdrawal,1022.59,388932.83,Yes_Bank,Branch_21,Mobile,0,0
BNK_00004491,ACCT_390915,2023-03-20,Withdrawal,3876.74,131678.08,Yes_Bank,Branch_16,Mobile,0,0
BNK_00004492,ACCT_229658,2023-01-21,Refund,1376.53,448085.41,Kotak,Branch_14,RTGS,0,0
BNK_00004493,ACCT_344053,2024-05-20,Deposit,11331.56,280256.27,Yes_Bank,Branch_78,UPI,0,0
BNK_00004494,ACCT_716610,2022-01-29,Withdrawal,2643.36,75416.49,Kotak,Branch_39,Online,0,0
BNK_00004495,ACCT_934217,2023-02-24,Refund,10139.26,112809.64,SBI,Branch_83,ATM,0,0
BNK_00004496,ACCT_466880,2024-10-22,Interest,11556.02,348685.08,Kotak,Branch_32,NEFT,0,1
BNK_00004497,ACCT_496251,2022-12-04,Withdrawal,22387.15,116810.73,PNB,Branch_38,ATM,0,0
BNK_00004498,ACCT_399573,2023-11-18,Refund,2987.97,54090.26,BOB,Branch_26,ATM,0,0
BNK_00004499,ACCT_501846,2024-11-02,Interest,5992.98,317200.18,Axis,Branch_29,Branch,0,0
BNK_00004500,ACCT_133736,2022-12-28,Deposit,12574.89,70171.6,HDFC,Branch_41,UPI,0,0
BNK_00004501,ACCT_456894,2023-11-03,Refund,2404.16,486853.28,Yes_Bank,Branch_35,UPI,0,0
BNK_00004502,ACCT_166322,2023-06-19,Deposit,6025.89,336553.82,Kotak,Branch_21,Online,0,1
BNK_00004503,ACCT_590751,2024-04-14,Interest,2944.89,179492.65,SBI,Branch_24,Online,0,0
BNK_00004504,ACCT_214870,2022-10-30,Payment,4984.01,228976.78,BOB,Branch_25,Branch,0,0
BNK_00004505,ACCT_411429,2022-05-16,Payment,667.59,390507.39,PNB,Branch_32,Online,0,0
BNK_00004506,ACCT_727884,2023-05-01,Interest,12394.19,487118.02,Kotak,Branch_99,UPI,0,0
BNK_00004507,ACCT_678215,2023-01-26,Interest,3067.21,191480.82,Axis,Branch_23,ATM,0,0
BNK_00004508,ACCT_760418,2022-08-09,Payment,3440.6,242973.97,Axis,Branch_18,UPI,0,0
BNK_00004509,ACCT_693950,2022-12-02,Withdrawal,2088.47,7768.21,Kotak,Branch_81,Online,0,0
BNK_00004510,ACCT_407435,2022-01-08,Deposit,2840.24,453437.2,HDFC,Branch_1,UPI,0,0
BNK_00004511,ACCT_526880,2024-01-15,Interest,893.61,251963.8,HDFC,Branch_52,Online,0,0
BNK_00004512,ACCT_459121,2022-05-09,Refund,1983.62,164181.92,SBI,Branch_24,NEFT,0,0
BNK_00004513,ACCT_189283,2024-10-12,Withdrawal,9653.14,355068.2,PNB,Branch_92,RTGS,0,0
BNK_00004514,ACCT_978844,2024-08-31,Withdrawal,10645.29,468422.91,Axis,Branch_26,Mobile,0,1
BNK_00004515,ACCT_723983,2024-11-30,Interest,5568.71,22645.93,PNB,Branch_86,NEFT,0,0
BNK_00004516,ACCT_450386,2022-02-04,Refund,1807.99,429049.51,Axis,Branch_23,NEFT,0,0
BNK_00004517,ACCT_826379,2023-06-22,Payment,5709.76,98292.35,Yes_Bank,Branch_6,RTGS,0,0
BNK_00004518,ACCT_643280,2023-08-06,Deposit,3353.55,331164.47,Kotak,Branch_7,RTGS,1,1
BNK_00004519,ACCT_980216,2022-03-16,Interest,22197.42,72394.85,HDFC,Branch_18,Branch,0,0
BNK_00004520,ACCT_416510,2022-05-26,Withdrawal,963.01,356592.54,PNB,Branch_19,Branch,1,0
BNK_00004521,ACCT_907871,2024-02-26,Deposit,4488.67,145361.61,Kotak,Branch_20,Online,0,0
BNK_00004522,ACCT_705432,2022-09-21,Interest,7715.02,170348.93,PNB,Branch_91,Online,1,0
BNK_00004523,ACCT_642690,2023-02-27,Interest,618.13,33443.23,Axis,Branch_25,NEFT,0,0
BNK_00004524,ACCT_876933,2024-10-01,Refund,4457.21,407301.84,HDFC,Branch_70,Branch,0,0
BNK_00004525,ACCT_764918,2023-12-22,Deposit,11522.59,187446.59,Yes_Bank,Branch_75,Online,0,0
BNK_00004526,ACCT_513554,2024-04-29,Transfer,3024.92,412433.48,BOB,Branch_66,Online,0,0
BNK_00004527,ACCT_869190,2022-03-06,Payment,11321.49,242104.48,SBI,Branch_100,RTGS,1,0
BNK_00004528,ACCT_169814,2024-03-21,Interest,913.74,233206.56,Yes_Bank,Branch_88,Branch,0,0
BNK_00004529,ACCT_300110,2022-08-17,Payment,851.33,118174.43,Kotak,Branch_53,NEFT,0,1
BNK_00004530,ACCT_478248,2024-11-03,Transfer,8845.05,303969.24,HDFC,Branch_69,NEFT,0,0
BNK_00004531,ACCT_237883,2022-05-11,Deposit,10540.2,14835.08,ICICI,Branch_24,Online,0,0
BNK_00004532,ACCT_206438,2024-10-21,Payment,8176.5,220301.57,ICICI,Branch_90,ATM,0,0
BNK_00004533,ACCT_433509,2022-11-28,Transfer,7968.35,465186.04,Kotak,Branch_27,ATM,0,0
BNK_00004534,ACCT_999295,2022-05-29,Payment,8416.99,487436.87,Yes_Bank,Branch_3,NEFT,0,1
BNK_00004535,ACCT_397827,2022-05-16,Interest,6954.26,426448.51,ICICI,Branch_82,Online,0,0
BNK_00004536,ACCT_124761,2024-10-10,Deposit,596.91,118626.08,Axis,Branch_32,NEFT,0,0
BNK_00004537,ACCT_348741,2024-08-06,Interest,7199.15,477088.36,PNB,Branch_14,Online,0,0
BNK_00004538,ACCT_573389,2024-02-12,Refund,5311.17,213626.81,SBI,Branch_4,NEFT,0,0
BNK_00004539,ACCT_968866,2024-03-14,Deposit,1707.74,280510.71,Yes_Bank,Branch_16,NEFT,0,1
BNK_00004540,ACCT_447260,2023-12-09,Withdrawal,1000.15,309045.28,HDFC,Branch_73,Online,0,0
BNK_00004541,ACCT_263342,2022-05-24,Refund,4766.87,43684.92,Axis,Branch_96,Mobile,0,0
