Date,City,Temperature_C,Humidity_Percent,Wind_Speed_Kmh,Precipitation_mm,Weather_Condition,AQI
2022-05-15,Bhopal,22.7,20.0,13.2,0.0,Foggy,111
2024-09-01,Delhi,26.1,59.5,9.3,1.55,Sunny,39
2023-08-01,Jaipur,24.9,69.3,3.9,0.0,Hazy,134
2020-07-15,Jaipur,35.6,66.2,10.6,2.15,Stormy,22
2020-11-07,Bhopal,23.6,24.7,10.8,0.0,Rainy,167
2020-01-05,Bangalore,14.7,46.9,4.8,0.0,Stormy,149
2023-02-14,Mumbai,18.2,52.8,13.5,0.0,Rainy,65
2022-11-28,Patna,18.9,65.2,8.9,0.0,Rainy,103
2020-11-10,Pune,32.4,72.1,4.1,0.44,Hazy,96
2021-06-06,Mumbai,26.5,38.5,7.2,0.0,Stormy,55
2023-12-28,Lucknow,16.9,54.9,3.2,0.0,Hazy,143
2023-12-08,Kolkata,22.4,47.0,11.6,0.0,Rainy,88
2020-03-09,Mumbai,30.6,85.1,23.4,2.99,Cloudy,78
2022-01-18,Delhi,20.9,36.8,8.6,8.08,Foggy,92
2022-04-27,Nagpur,33.3,80.9,3.2,4.33,Rainy,86
2023-02-17,Ahmedabad,11.3,73.9,12.5,0.0,Cloudy,64
2020-11-07,Indore,22.4,48.2,11.3,0.0,Foggy,79
2023-07-21,Hyderabad,19.5,97.8,11.1,0.0,Stormy,36
2023-08-14,Hyderabad,18.6,74.7,4.7,0.0,Foggy,66
2023-04-22,Hyderabad,21.6,45.7,13.6,0.0,Rainy,98
2022-11-02,Nagpur,21.8,27.6,4.0,0.0,Cloudy,74
2020-06-03,Kolkata,28.1,69.3,4.0,0.0,Sunny,119
2020-01-21,Delhi,19.4,64.5,0.0,0.59,Stormy,105
2021-03-10,Chennai,24.2,43.5,5.6,1.48,Foggy,223
2020-10-01,Nagpur,23.4,70.8,4.4,0.0,Stormy,113
2024-03-19,Surat,21.3,64.7,9.2,0.0,Stormy,91
2022-12-24,Mumbai,25.4,80.2,7.0,0.0,Rainy,131
2023-10-22,Nagpur,25.8,43.5,8.2,6.72,Foggy,144
2021-04-25,Bangalore,21.7,86.5,12.1,0.0,Hazy,68
2024-02-27,Kolkata,17.5,61.0,2.0,0.0,Cloudy,135
2021-07-23,Patna,34.2,72.3,3.5,2.76,Cloudy,34
2021-05-08,Delhi,21.3,33.9,6.6,0.0,Sunny,108
2020-09-04,Delhi,20.7,52.6,8.3,0.0,Rainy,138
2022-04-10,Lucknow,23.7,58.7,20.7,0.0,Sunny,96
2022-01-29,Bhopal,17.4,53.5,10.3,0.0,Sunny,100
2023-06-29,Chennai,29.9,90.0,7.7,0.0,Rainy,80
2024-07-08,Kolkata,32.9,50.2,8.8,0.0,Cloudy,103
2021-02-23,Surat,15.4,63.8,4.1,0.0,Sunny,10
2024-04-01,Pune,21.1,83.2,20.1,5.49,Stormy,18
2020-08-28,Chennai,34.0,69.9,11.0,0.0,Cloudy,43
2021-10-16,Nagpur,24.8,73.2,10.9,3.82,Hazy,142
2020-10-28,Chennai,28.4,92.5,8.3,0.26,Rainy,67
2020-10-23,Patna,14.2,93.3,1.6,3.4,Cloudy,72
2021-12-16,Ahmedabad,9.7,48.7,5.5,0.0,Stormy,45
2023-03-25,Indore,22.8,81.7,12.2,0.0,Rainy,85
2020-12-05,Jaipur,19.6,73.6,11.9,0.0,Stormy,118
2024-12-20,Chennai,16.3,97.7,9.2,3.14,Sunny,120
2022-05-10,Mumbai,31.3,36.0,12.7,0.0,Hazy,139
2024-04-28,Kolkata,26.5,96.7,8.5,0.0,Foggy,131
2021-09-16,Mumbai,33.3,87.1,14.4,0.0,Cloudy,58
2021-08-22,Ahmedabad,23.2,34.3,8.9,3.5,Hazy,142
2020-11-22,Pune,23.0,52.5,8.7,0.0,Cloudy,85
2024-02-13,Kolkata,17.0,100.0,5.5,0.0,Stormy,163
2021-01-03,Patna,17.4,53.2,13.2,0.0,Hazy,127
2022-07-14,Patna,21.4,91.8,4.8,0.58,Stormy,115
2024-03-21,Surat,24.1,57.8,9.5,4.14,Hazy,133
2024-11-14,Kolkata,28.5,45.4,1.5,0.0,Stormy,127
2021-03-21,Patna,27.4,50.6,12.1,0.0,Foggy,80
2022-01-22,Mumbai,25.6,83.1,7.5,0.0,Cloudy,96
2023-10-17,Nagpur,33.8,69.0,11.4,3.13,Cloudy,131
2021-02-19,Indore,17.6,52.9,8.2,0.0,Hazy,111
2022-04-17,Delhi,28.2,32.5,8.4,0.0,Rainy,135
2020-02-11,Nagpur,15.1,42.6,13.2,0.61,Rainy,183
2024-10-07,Chennai,29.7,63.9,19.5,0.85,Stormy,85
2020-02-20,Patna,21.5,68.1,0.0,0.0,Cloudy,158
2021-09-07,Nagpur,25.1,44.7,7.1,0.0,Rainy,59
2022-06-27,Surat,30.0,62.3,7.8,0.0,Rainy,132
2022-02-16,Indore,18.3,53.4,1.4,0.0,Foggy,197
2023-11-27,Pune,37.4,46.6,4.2,0.0,Cloudy,81
2022-09-25,Patna,24.5,58.8,13.3,0.35,Stormy,62
2023-04-18,Ahmedabad,33.8,83.3,14.9,0.0,Sunny,90
2020-03-04,Pune,24.7,39.1,17.1,0.0,Hazy,127
2021-11-12,Nagpur,25.6,37.1,1.3,0.89,Cloudy,38
2023-04-09,Pune,24.7,87.3,16.5,0.0,Sunny,95
2020-12-26,Indore,18.5,44.3,17.6,0.0,Hazy,55
2024-05-09,Indore,27.7,49.5,16.1,0.97,Hazy,99
2023-06-06,Nagpur,23.1,28.4,2.0,0.0,Rainy,79
2023-11-09,Lucknow,28.9,66.7,0.2,0.0,Cloudy,66
2023-08-14,Indore,28.3,37.8,7.8,0.0,Stormy,20
2024-07-09,Hyderabad,24.4,64.6,18.6,0.15,Sunny,103
2023-07-06,Bangalore,25.6,56.0,10.8,0.0,Stormy,137
2020-12-12,Bangalore,17.7,49.2,14.2,0.44,Foggy,170
2023-09-07,Surat,18.9,77.7,3.5,0.19,Rainy,186
2022-04-15,Indore,32.7,73.5,9.8,0.0,Hazy,165
2024-06-26,Hyderabad,23.5,57.3,14.1,0.0,Foggy,62
2023-11-08,Ahmedabad,26.7,76.1,2.1,0.0,Sunny,38
2022-11-26,Chennai,24.3,20.0,6.2,0.04,Sunny,125
2023-10-20,Pune,26.1,48.5,8.5,0.0,Stormy,155
2024-02-01,Mumbai,21.0,70.6,4.0,0.0,Foggy,90
2023-08-28,Indore,28.5,21.0,5.6,0.82,Foggy,138
2021-11-27,Hyderabad,26.0,71.4,12.8,3.78,Stormy,140
2024-10-04,Bhopal,27.4,61.6,3.6,0.0,Foggy,80
2020-11-07,Patna,23.8,29.1,7.2,0.0,Sunny,81
2020-10-25,Jaipur,32.1,23.7,10.5,0.0,Foggy,117
2022-02-12,Patna,21.6,81.5,4.0,0.66,Hazy,77
2022-09-19,Bangalore,34.5,70.1,7.5,0.0,Hazy,150
2024-06-16,Lucknow,31.5,86.8,4.3,0.0,Sunny,69
2022-05-13,Chennai,26.0,79.5,6.0,0.0,Hazy,10
2022-01-07,Mumbai,6.6,47.1,12.4,0.0,Rainy,100
2023-08-25,Bhopal,26.9,68.9,6.1,0.0,Cloudy,95
2023-07-07,Kolkata,29.2,65.1,6.4,0.01,Foggy,93
2023-06-10,Jaipur,29.3,41.3,10.3,0.0,Cloudy,97
2021-10-15,Chennai,18.6,80.6,2.8,4.1,Foggy,102
2023-06-12,Pune,29.6,58.3,10.2,0.0,Sunny,108
2023-01-28,Bhopal,8.6,53.1,12.1,0.0,Foggy,110
2022-02-24,Surat,16.2,49.8,8.9,0.0,Foggy,92
2020-07-06,Delhi,31.6,48.2,20.1,0.0,Sunny,105
2020-07-22,Lucknow,30.2,74.4,10.7,2.45,Hazy,109
2021-02-22,Bangalore,11.7,70.5,8.1,0.0,Sunny,90
2024-05-16,Chennai,29.5,26.9,17.9,0.0,Foggy,81
2022-11-05,Mumbai,22.1,71.0,12.0,0.0,Foggy,41
2022-11-01,Bhopal,32.8,37.2,9.0,1.53,Rainy,16
2024-06-30,Chennai,21.9,93.7,10.4,0.0,Cloudy,110
2020-08-19,Indore,28.1,29.3,14.8,0.0,Cloudy,46
2024-10-24,Jaipur,29.2,20.0,12.4,0.0,Hazy,108
2022-10-12,Lucknow,27.0,92.1,8.9,0.0,Cloudy,185
2023-02-18,Nagpur,10.8,100.0,6.8,0.0,Cloudy,134
2020-05-28,Indore,31.2,53.3,15.2,0.0,Sunny,115
2022-10-29,Bhopal,27.8,48.9,12.8,0.34,Rainy,63
2022-11-15,Chennai,23.4,20.0,11.0,0.0,Hazy,118
2020-04-05,Chennai,25.9,25.3,12.6,0.0,Stormy,91
2022-09-26,Ahmedabad,24.3,62.6,14.7,0.0,Stormy,49
2024-01-06,Pune,13.1,75.4,17.2,0.0,Cloudy,151
2023-02-11,Delhi,17.1,46.7,16.2,3.87,Sunny,165
2024-07-18,Delhi,23.0,57.1,7.7,0.0,Hazy,142
2021-07-25,Lucknow,24.3,100.0,8.7,0.0,Foggy,45
2024-01-01,Delhi,31.2,79.7,4.5,0.0,Cloudy,48
2020-09-08,Delhi,35.6,40.9,9.9,5.42,Stormy,125
2023-06-21,Kolkata,28.4,66.3,6.6,0.0,Rainy,104
2020-01-16,Jaipur,22.1,83.8,19.1,2.28,Cloudy,133
2021-03-11,Bhopal,28.4,46.7,19.3,0.85,Sunny,83
2022-12-16,Lucknow,26.0,70.5,17.9,0.41,Sunny,166
2020-12-29,Hyderabad,9.1,60.9,16.0,0.0,Cloudy,74
2024-10-19,Lucknow,27.5,68.2,7.3,0.0,Foggy,76
2020-07-07,Pune,28.2,77.8,2.4,0.0,Foggy,214
2023-06-05,Kolkata,26.1,72.8,12.9,0.0,Sunny,110
2021-03-23,Jaipur,22.8,50.4,8.3,1.68,Rainy,71
2022-02-19,Delhi,21.3,21.9,24.3,0.0,Stormy,21
2024-11-30,Bangalore,23.5,100.0,14.5,0.0,Foggy,182
2023-03-06,Surat,26.1,92.2,15.2,0.39,Foggy,145
2021-04-06,Kolkata,28.9,67.0,11.8,0.75,Sunny,35
2024-08-17,Mumbai,29.8,63.7,11.1,3.37,Foggy,114
2024-09-14,Bhopal,30.5,60.5,2.7,4.56,Rainy,91
2021-04-06,Delhi,39.5,41.6,6.5,0.0,Hazy,110
2020-11-15,Bangalore,18.4,32.7,14.8,9.01,Hazy,158
2020-06-02,Mumbai,23.6,74.6,5.0,3.96,Stormy,76
2020-12-27,Mumbai,11.8,77.3,8.5,0.97,Foggy,125
2024-12-22,Bhopal,18.3,53.0,19.8,0.0,Sunny,57
2023-05-07,Nagpur,28.7,42.8,2.9,0.0,Sunny,108
2024-03-27,Nagpur,18.3,62.5,7.4,5.61,Foggy,48
2020-06-17,Jaipur,22.1,89.5,4.2,0.0,Cloudy,126
2022-04-05,Nagpur,31.3,64.4,10.7,4.23,Stormy,133
2020-10-19,Lucknow,29.5,54.8,16.2,0.0,Cloudy,49
2023-07-19,Mumbai,25.6,76.1,14.7,0.0,Rainy,46
2023-11-26,Mumbai,23.4,44.1,11.5,0.0,Foggy,124
2022-06-07,Mumbai,28.5,47.4,14.4,0.0,Cloudy,62
2023-11-04,Patna,17.4,47.3,6.7,0.0,Rainy,68
2021-05-08,Chennai,29.2,43.1,14.1,0.0,Rainy,106
2020-08-17,Mumbai,23.6,69.9,5.4,0.0,Hazy,100
2022-05-12,Bangalore,24.7,55.4,8.7,1.28,Sunny,66
2021-10-01,Mumbai,13.6,55.3,1.3,0.0,Foggy,249
2022-02-12,Hyderabad,17.3,100.0,3.0,0.0,Stormy,140
2020-03-13,Chennai,23.7,28.5,10.0,0.0,Rainy,54
2020-06-01,Bhopal,32.8,49.9,4.6,0.0,Rainy,142
2021-02-27,Delhi,27.1,56.4,9.9,0.68,Cloudy,81
2023-04-26,Mumbai,27.9,78.6,8.6,0.0,Cloudy,78
2024-11-06,Mumbai,13.3,73.0,3.9,0.0,Foggy,47
2024-08-20,Nagpur,26.1,28.8,15.6,0.0,Rainy,155
2022-09-05,Mumbai,21.8,58.3,0.5,0.0,Hazy,62
2021-02-16,Nagpur,21.8,78.2,6.6,0.0,Hazy,80
2022-05-09,Bhopal,26.8,20.0,7.8,0.0,Cloudy,100
2023-02-27,Chennai,26.3,85.8,16.5,6.28,Stormy,173
2023-09-15,Chennai,20.0,83.1,8.6,0.0,Rainy,165
2021-07-23,Lucknow,25.9,49.7,13.3,0.84,Foggy,91
2023-04-19,Delhi,34.4,79.1,8.2,0.0,Foggy,10
2023-12-09,Mumbai,20.4,69.2,13.3,0.91,Foggy,72
2020-07-27,Hyderabad,29.6,46.6,14.6,0.0,Hazy,170
2022-09-26,Jaipur,27.0,66.5,10.7,0.0,Sunny,125
2021-09-27,Patna,23.7,45.9,14.2,0.0,Cloudy,135
2020-09-05,Bhopal,24.0,59.9,10.8,1.77,Rainy,177
2024-08-27,Mumbai,17.7,71.3,8.6,0.0,Cloudy,75
2021-06-07,Ahmedabad,24.2,38.8,13.1,0.0,Rainy,141
2024-09-20,Nagpur,28.8,45.1,7.8,0.0,Hazy,206
2024-01-27,Bhopal,13.0,61.6,5.2,0.0,Rainy,97
2024-10-27,Jaipur,20.6,54.1,13.9,0.0,Hazy,70
2020-04-30,Bangalore,31.3,34.7,12.9,2.73,Sunny,32
2023-08-15,Indore,23.9,74.5,4.1,0.0,Sunny,87
2021-03-13,Bangalore,21.7,63.7,7.7,0.52,Sunny,49
2021-12-13,Jaipur,18.6,96.2,13.2,13.0,Foggy,56
2023-05-21,Pune,31.9,70.9,4.3,9.41,Hazy,60
2024-09-22,Mumbai,18.4,81.4,6.2,0.0,Stormy,10
2021-12-15,Indore,11.7,55.3,12.0,4.9,Rainy,126
2024-03-01,Delhi,35.2,66.0,12.7,0.0,Cloudy,173
2024-07-26,Jaipur,26.5,97.1,11.1,0.0,Stormy,97
2021-12-26,Bhopal,24.2,58.3,2.3,0.0,Rainy,133
2020-07-11,Jaipur,18.7,40.0,13.8,0.0,Hazy,164
2023-09-17,Bangalore,20.7,67.5,9.9,4.06,Hazy,17
2022-11-21,Surat,19.5,55.4,2.1,0.0,Rainy,62
2024-02-10,Chennai,24.2,98.2,9.3,0.0,Stormy,93
2022-05-20,Kolkata,32.1,87.7,5.4,0.0,Hazy,64
2023-07-27,Nagpur,29.3,52.3,8.5,0.0,Hazy,10
2024-05-25,Lucknow,31.3,55.6,17.2,0.0,Sunny,72
2024-12-24,Bangalore,22.6,64.6,5.8,0.29,Foggy,80
2020-06-13,Lucknow,30.5,49.7,17.2,0.0,Cloudy,212
2024-05-22,Jaipur,27.4,57.3,13.3,0.0,Cloudy,61
2022-09-26,Hyderabad,28.6,94.0,13.6,0.0,Rainy,73
2021-06-01,Delhi,30.2,64.7,3.5,2.76,Cloudy,141
2023-12-26,Patna,27.4,38.2,14.4,0.0,Stormy,114
2023-11-06,Delhi,30.9,84.2,5.7,0.0,Stormy,110
2021-11-21,Hyderabad,23.1,22.8,6.6,1.43,Rainy,74
2023-04-03,Kolkata,30.1,81.2,6.0,0.0,Sunny,121
2020-04-14,Pune,26.9,63.5,13.2,5.1,Hazy,81
2020-02-07,Ahmedabad,24.8,42.2,9.1,0.0,Hazy,91
2021-12-17,Ahmedabad,29.3,82.8,9.1,0.0,Cloudy,60
2022-05-19,Kolkata,23.7,85.1,7.7,0.0,Rainy,84
2024-07-19,Bangalore,28.5,58.9,6.8,0.0,Cloudy,108
2021-06-04,Ahmedabad,32.4,42.5,6.7,0.14,Hazy,167
2020-03-18,Delhi,33.6,65.4,15.5,0.0,Foggy,68
2023-03-04,Mumbai,20.2,50.1,8.2,0.0,Cloudy,114
2021-10-24,Hyderabad,28.0,51.3,4.0,1.91,Foggy,103
2021-06-24,Delhi,34.5,100.0,5.0,0.0,Hazy,13
2022-06-24,Hyderabad,28.2,60.4,13.5,0.39,Cloudy,106
2020-01-13,Jaipur,22.1,49.8,16.9,0.0,Sunny,98
2020-05-01,Lucknow,24.9,39.6,14.1,0.0,Sunny,53
2020-12-21,Bangalore,24.1,78.9,2.2,0.0,Rainy,125
2021-02-18,Kolkata,9.9,40.5,18.8,0.0,Sunny,99
2021-06-05,Chennai,24.9,37.6,16.4,0.0,Stormy,158
2021-01-16,Jaipur,19.0,66.6,11.7,0.0,Foggy,117
2023-03-25,Mumbai,29.1,48.1,2.3,0.0,Sunny,165
2022-01-27,Lucknow,12.4,73.7,12.1,2.19,Sunny,87
2022-03-06,Delhi,23.7,46.2,16.6,1.37,Stormy,145
2020-03-15,Ahmedabad,29.0,36.4,5.9,0.0,Foggy,149
2023-02-09,Hyderabad,11.6,54.1,6.7,1.17,Sunny,95
2021-01-19,Lucknow,19.4,73.0,1.4,0.0,Cloudy,102
2024-10-02,Indore,32.6,53.4,2.1,0.0,Stormy,57
2023-07-15,Ahmedabad,26.6,71.5,6.9,0.0,Sunny,109
2024-04-12,Indore,32.9,60.0,12.7,0.0,Foggy,118
2024-06-29,Bangalore,28.7,27.5,11.1,0.0,Hazy,10
2021-12-25,Bhopal,18.4,40.7,8.9,0.0,Sunny,111
2024-07-21,Bangalore,35.6,47.7,8.6,2.09,Stormy,126
2022-03-02,Hyderabad,21.7,53.4,11.5,7.08,Stormy,60
2022-09-09,Nagpur,29.6,43.2,6.7,0.0,Stormy,93
2024-07-30,Pune,19.8,76.3,6.5,0.0,Cloudy,107
2020-04-07,Kolkata,25.9,53.4,5.3,0.0,Rainy,67
2024-03-05,Mumbai,22.0,52.3,7.2,0.0,Hazy,58
2024-12-18,Nagpur,9.9,51.3,12.5,0.0,Cloudy,43
2024-08-23,Indore,31.2,27.0,2.5,0.0,Foggy,12
2020-11-13,Ahmedabad,30.1,52.8,17.1,0.0,Sunny,18
2023-04-03,Surat,40.0,42.8,8.8,0.0,Cloudy,90
2022-06-03,Pune,29.3,61.0,10.2,0.39,Cloudy,155
2021-12-06,Pune,18.6,31.9,12.9,0.0,Sunny,127
2021-05-03,Hyderabad,31.9,40.4,21.7,0.0,Cloudy,80
2023-10-31,Kolkata,24.1,39.0,10.0,0.0,Sunny,46
2021-01-15,Chennai,18.7,20.0,13.1,0.0,Hazy,18
2024-01-24,Nagpur,20.2,47.1,13.7,0.0,Stormy,103
2024-09-01,Kolkata,25.7,87.2,6.6,0.0,Foggy,41
2020-09-07,Indore,28.7,55.6,14.4,0.0,Foggy,52
2024-10-15,Indore,19.0,66.4,5.4,0.0,Rainy,50
2022-12-21,Bangalore,20.6,48.3,11.8,0.0,Foggy,10
2024-12-10,Indore,11.1,63.1,7.7,1.49,Rainy,78
2020-01-31,Chennai,18.4,33.9,11.1,0.0,Stormy,97
2024-12-26,Chennai,18.1,63.2,14.0,0.11,Hazy,77
2021-04-05,Pune,38.1,42.0,12.7,0.0,Cloudy,79
2022-12-15,Pune,22.4,67.6,4.9,0.25,Sunny,166
2022-06-01,Patna,23.1,72.8,9.2,0.0,Stormy,82
2022-04-02,Indore,29.1,60.6,9.8,0.0,Hazy,177
2024-11-18,Patna,20.3,45.3,12.7,1.01,Hazy,80
2024-02-13,Delhi,28.8,42.0,9.8,0.03,Sunny,65
2022-09-29,Nagpur,20.3,72.8,7.1,0.0,Foggy,148
2020-03-12,Lucknow,26.3,68.6,11.5,0.0,Stormy,88
2024-04-04,Hyderabad,28.3,55.9,15.1,0.0,Hazy,37
2020-02-20,Hyderabad,25.2,44.5,10.7,0.0,Foggy,88
2024-12-26,Delhi,19.2,66.1,13.1,0.0,Foggy,75
2024-06-23,Lucknow,33.4,76.8,8.4,0.0,Cloudy,180
2023-08-10,Pune,21.7,71.4,10.0,0.0,Sunny,62
2023-11-17,Indore,35.4,63.4,7.9,0.0,Rainy,104
2024-06-28,Patna,31.3,42.0,9.4,0.0,Stormy,121
2023-05-30,Jaipur,30.0,61.0,0.6,0.0,Stormy,73
2020-11-30,Ahmedabad,28.4,79.1,9.9,0.0,Cloudy,78
2022-04-17,Patna,28.4,75.9,8.7,1.76,Hazy,220
2021-03-23,Lucknow,20.3,47.0,3.1,4.83,Rainy,72
2022-09-28,Chennai,22.8,48.2,9.0,0.0,Cloudy,107
2024-10-30,Bhopal,26.8,87.0,15.4,0.0,Sunny,94
2023-09-27,Ahmedabad,17.4,46.3,21.2,0.0,Rainy,183
2022-04-10,Jaipur,29.4,52.5,5.4,0.0,Hazy,84
2020-08-11,Indore,25.7,42.0,2.6,0.0,Rainy,48
2023-11-04,Delhi,32.2,56.1,11.1,0.36,Cloudy,113
2022-07-07,Mumbai,33.3,100.0,6.5,0.0,Hazy,156
2021-04-17,Nagpur,27.1,30.7,2.7,0.77,Foggy,100
2022-11-04,Indore,25.6,25.6,2.0,0.0,Hazy,70
2020-06-24,Pune,30.5,93.4,14.0,0.0,Hazy,105
2020-03-09,Jaipur,31.1,64.3,17.0,0.0,Hazy,100
2020-06-26,Bhopal,38.6,28.7,12.4,0.0,Stormy,39
2020-01-16,Indore,20.4,68.6,14.3,2.91,Rainy,127
2024-11-07,Bangalore,21.4,74.1,9.7,2.0,Hazy,56
2022-06-23,Chennai,25.6,81.2,10.0,3.09,Hazy,165
2022-08-05,Chennai,28.6,45.0,13.3,0.23,Sunny,133
2021-03-22,Delhi,22.8,58.6,14.6,0.0,Foggy,136
2021-01-29,Hyderabad,19.6,100.0,13.5,0.16,Cloudy,75
2024-10-26,Kolkata,28.0,40.5,17.8,0.0,Hazy,151
2024-07-06,Delhi,28.6,68.3,7.1,0.0,Foggy,87
2022-04-27,Bangalore,20.7,47.8,12.4,2.21,Sunny,111
2021-08-10,Patna,23.2,51.5,9.7,0.0,Cloudy,188
2022-06-30,Mumbai,25.1,69.5,7.8,1.47,Stormy,139
2022-09-13,Pune,23.4,43.8,11.5,0.0,Cloudy,95
2021-12-05,Patna,13.4,46.7,7.7,0.0,Rainy,118
2021-10-24,Nagpur,27.9,37.7,15.5,0.0,Stormy,122
2021-09-17,Nagpur,23.2,50.7,11.8,0.0,Cloudy,140
2023-08-28,Delhi,33.2,64.4,16.9,1.7,Stormy,155
2022-12-29,Pune,25.5,73.7,1.4,0.0,Cloudy,85
2022-04-04,Jaipur,33.6,69.7,13.7,1.95,Hazy,30
2020-02-08,Patna,18.6,64.2,11.5,2.6,Hazy,165
2024-12-23,Pune,20.4,29.8,14.9,0.0,Cloudy,123
2021-02-02,Pune,15.5,41.1,8.4,1.33,Rainy,170
2023-09-29,Pune,32.2,75.2,13.6,0.0,Foggy,79
2024-12-27,Patna,11.3,44.7,5.1,1.41,Rainy,169
2022-06-06,Surat,32.4,51.5,6.3,0.12,Foggy,99
2024-12-27,Mumbai,12.0,25.1,25.1,0.0,Rainy,120
2020-05-20,Surat,22.1,72.6,2.4,0.0,Foggy,106
2024-03-18,Mumbai,34.1,35.8,12.2,0.0,Cloudy,84
2021-08-05,Hyderabad,19.8,38.3,9.1,0.0,Hazy,135
2023-02-12,Bangalore,16.9,38.5,9.7,0.0,Cloudy,10
2020-05-14,Jaipur,20.1,80.9,4.9,0.0,Rainy,154
2022-02-12,Patna,29.8,63.9,11.2,3.99,Foggy,136
2021-03-21,Lucknow,34.7,64.6,11.1,0.0,Stormy,126
2021-02-16,Nagpur,30.7,50.5,4.3,2.94,Foggy,88
2023-11-13,Chennai,20.8,56.4,15.0,0.22,Sunny,138
2022-07-13,Chennai,19.0,20.0,13.5,0.0,Cloudy,68
2024-02-20,Ahmedabad,30.5,81.3,3.6,3.24,Hazy,64
2021-09-17,Mumbai,17.0,64.1,17.8,0.0,Hazy,10
2020-01-07,Chennai,27.8,97.4,11.0,0.0,Hazy,37
2024-05-31,Pune,32.2,21.7,4.3,0.0,Rainy,135
2020-08-17,Ahmedabad,26.3,41.1,13.8,0.0,Stormy,120
2022-09-30,Hyderabad,22.4,53.0,9.0,0.0,Foggy,10
2024-01-25,Bangalore,22.4,72.0,7.7,0.0,Foggy,102
2022-04-13,Patna,26.5,83.8,6.5,0.0,Sunny,133
2024-12-02,Chennai,15.9,72.4,7.8,0.3,Hazy,86
2023-08-22,Lucknow,29.3,90.2,11.1,0.67,Hazy,89
2023-07-25,Bangalore,31.8,63.1,3.3,0.0,Hazy,64
2023-02-17,Indore,23.0,68.9,5.7,6.02,Sunny,172
2021-12-08,Kolkata,20.1,45.7,13.9,0.0,Hazy,175
2021-01-14,Ahmedabad,21.2,59.6,0.2,0.0,Foggy,79
2021-05-25,Pune,35.1,61.4,8.0,1.67,Cloudy,46
2021-02-13,Delhi,16.4,82.3,4.8,0.0,Sunny,106
2020-04-15,Jaipur,27.5,57.4,4.8,0.0,Cloudy,133
2021-09-28,Pune,22.5,54.0,16.7,0.23,Hazy,79
2024-04-03,Lucknow,26.8,52.4,5.2,0.0,Stormy,173
2020-11-12,Mumbai,21.9,90.4,15.3,0.0,Rainy,172
2020-01-30,Ahmedabad,13.7,59.7,9.9,0.0,Stormy,116
2023-11-16,Surat,24.4,53.3,10.0,0.0,Foggy,73
2020-05-25,Pune,25.6,74.6,11.4,2.31,Hazy,10
2021-05-23,Mumbai,31.4,69.2,8.2,0.0,Stormy,87
2023-01-04,Lucknow,16.0,44.0,9.1,1.5,Foggy,93
2023-10-02,Pune,32.2,44.7,15.5,3.44,Foggy,10
2021-03-29,Bhopal,12.1,82.7,10.9,0.0,Foggy,46
2023-07-22,Kolkata,30.5,20.0,8.6,0.0,Sunny,181
2023-02-13,Indore,21.5,64.1,9.8,0.0,Cloudy,103
2022-07-06,Indore,33.6,20.0,12.6,0.0,Foggy,97
2021-07-14,Delhi,25.8,23.0,11.6,0.0,Rainy,54
2023-04-30,Chennai,33.2,48.3,0.4,0.0,Stormy,27
2022-11-23,Ahmedabad,21.1,80.7,7.8,0.0,Cloudy,135
2020-12-23,Indore,12.7,77.8,13.9,0.37,Cloudy,127
2021-09-07,Bhopal,27.6,46.0,13.2,0.0,Stormy,243
2024-10-26,Delhi,25.0,27.3,10.6,0.0,Rainy,136
2024-06-25,Jaipur,26.4,68.3,7.1,0.0,Cloudy,142
2020-04-16,Chennai,30.2,69.5,13.6,0.0,Stormy,98
2023-02-05,Lucknow,18.5,78.6,12.9,0.67,Hazy,97
2021-07-26,Ahmedabad,18.5,55.0,5.7,0.0,Sunny,115
2021-07-21,Delhi,26.2,71.0,10.8,0.0,Sunny,75
2020-11-04,Nagpur,26.2,76.5,7.9,0.0,Sunny,98
2021-08-26,Hyderabad,25.0,68.4,9.7,0.0,Cloudy,147
2023-02-24,Mumbai,13.0,55.2,7.8,1.34,Stormy,147
2021-08-06,Bangalore,20.2,79.6,5.7,0.0,Rainy,48
2021-11-06,Pune,28.2,62.9,4.3,0.0,Cloudy,149
2022-07-07,Nagpur,20.3,67.4,14.8,0.0,Foggy,91
2023-12-09,Jaipur,19.8,28.3,14.2,0.86,Cloudy,95
2024-06-28,Indore,32.4,100.0,9.6,0.3,Stormy,41
2022-04-14,Lucknow,24.8,54.0,7.2,1.96,Stormy,37
2021-01-20,Indore,19.4,39.2,12.5,0.0,Hazy,138
2021-11-10,Bhopal,30.1,40.3,14.1,0.0,Hazy,66
2022-04-14,Chennai,30.1,46.0,10.4,0.0,Foggy,112
2022-05-23,Mumbai,35.8,23.2,18.0,0.0,Stormy,64
2020-06-01,Hyderabad,24.4,43.0,20.5,0.0,Foggy,104
2021-05-29,Pune,26.0,45.3,9.4,0.0,Stormy,10
2023-12-21,Jaipur,17.5,68.5,8.6,0.78,Cloudy,152
2024-02-27,Lucknow,19.3,49.6,15.1,0.0,Rainy,46
2024-05-18,Jaipur,30.2,48.9,6.6,0.81,Foggy,64
2021-12-25,Hyderabad,18.8,33.3,21.5,6.82,Stormy,112
2022-09-13,Lucknow,23.6,41.7,14.6,0.0,Foggy,99
2023-02-26,Kolkata,12.5,97.4,19.5,0.76,Foggy,130
