Employee_ID,Name,Age,Department,Designation,Salary,Experience_Years,City,Rating,Joining_Date
EMP_0281,Employee_281,49.0,HR,Senior,567307.0,10.0,Kolkata,2.13,2011-02-15
EMP_0282,Employee_282,23.0,Finance,Manager,433402.0,,Bangalore,2.83,2023-02-07
EMP_0283,Employee_283,53.0,Finance,Lead,813038.0,3.0,Bangalore,2.9,2020-09-10
EMP_0284,Employee_284,44.0,,Junior,519792.0,3.0,Bangalore,4.13,2021-04-12
EMP_0285,Employee_285,43.0,Marketing,Mid,387193.0,16.0,,4.0,2021-11-29
EMP_0286,Employee_286,46.0,Product,Manager,632046.0,8.0,Hyderabad,2.83,2013-07-13
EMP_0287,Employee_287,43.0,Finance,Mid,470997.0,18.0,Delhi,4.38,2011-04-11
EMP_0288,Employee_288,43.0,Product,Lead,445497.0,4.0,Pune,1.46,2021-05-23
EMP_0289,Employee_289,27.0,,Lead,535485.0,21.0,Pune,2.02,2011-10-19
EMP_0290,Employee_290,36.0,Finance,Mid,612953.0,23.0,,4.31,2014-03-03
EMP_0291,Employee_291,54.0,Sales,Mid,392833.0,5.0,Hyderabad,2.51,2011-07-16
EMP_0292,Employee_292,29.0,Marketing,Mid,807772.0,2.0,Chennai,4.92,2023-05-07
EMP_0293,Employee_293,26.0,,Junior,701573.0,,Ahmedabad,2.87,2011-07-11
EMP_0294,Employee_294,25.0,Product,Manager,545195.0,0.0,Mumbai,4.17,2015-04-11
EMP_0295,Employee_295,27.0,Product,Mid,464498.0,,Mumbai,2.61,2019-01-21
EMP_0296,Employee_296,53.0,Marketing,Manager,586616.0,21.0,Bangalore,2.7,2012-09-09
EMP_0297,Employee_297,51.0,Product,Junior,734915.0,15.0,Bangalore,2.53,2022-10-11
EMP_0298,Employee_298,37.0,,Director,711687.0,22.0,Kolkata,3.88,2015-07-10
EMP_0299,Employee_299,34.0,Finance,Mid,758775.0,10.0,Pune,3.19,2022-12-26
EMP_0300,Employee_300,51.0,Finance,Junior,527943.0,12.0,Kolkata,4.78,2023-05-03
EMP_0301,Employee_301,40.0,Engineering,Junior,200000.0,26.0,Ahmedabad,2.0,2010-11-22
EMP_0302,Employee_302,38.0,Operations,Senior,787171.0,9.0,Pune,,2011-11-03
EMP_0303,Employee_303,40.0,Product,Senior,574920.0,2.0,Bangalore,2.57,2019-05-28
EMP_0304,Employee_304,49.0,Sales,Lead,699924.0,8.0,Delhi,3.47,2023-02-03
EMP_0305,Employee_305,47.0,Product,Junior,850384.0,27.0,Chennai,4.44,2022-09-05
EMP_0306,Employee_306,47.0,Product,Junior,965161.0,11.0,Kolkata,,2021-09-22
EMP_0307,Employee_307,44.0,HR,Mid,502526.0,22.0,Chennai,3.62,2017-02-04
EMP_0308,Employee_308,30.0,Engineering,Mid,620093.0,13.0,Chennai,2.4,2015-11-07
EMP_0309,Employee_309,33.0,Sales,Mid,805025.0,0.0,Chennai,3.47,2014-08-01
EMP_0310,Employee_310,22.0,Sales,Director,473358.0,17.0,Bangalore,4.54,2017-01-17
EMP_0311,Employee_311,22.0,Product,Director,512683.0,16.0,Mumbai,1.93,2015-05-10
EMP_0312,Employee_312,53.0,Engineering,Manager,511794.0,26.0,Bangalore,,2015-12-16
EMP_0313,Employee_313,46.0,Finance,Lead,595786.0,8.0,Chennai,4.97,2018-11-17
EMP_0314,Employee_314,22.0,Sales,Mid,566981.0,8.0,Bangalore,4.47,2012-12-08
EMP_0315,Employee_315,37.0,Finance,Mid,510930.0,22.0,Chennai,3.26,2016-09-23
EMP_0316,Employee_316,26.0,Engineering,Mid,455136.0,9.0,Hyderabad,3.07,2020-04-03
EMP_0317,Employee_317,,Finance,Lead,,18.0,,2.14,2017-02-03
EMP_0318,Employee_318,50.0,Marketing,Junior,800674.0,,Mumbai,3.07,2011-08-18
EMP_0319,Employee_319,24.0,HR,Mid,822407.0,14.0,Hyderabad,4.39,2010-03-18
EMP_0320,Employee_320,33.0,Design,Junior,527838.0,4.0,Delhi,3.74,2020-04-12
EMP_0321,Employee_321,47.0,Sales,Mid,728058.0,14.0,Bangalore,2.16,2022-08-18
EMP_0322,Employee_322,,,Manager,635448.0,19.0,Delhi,1.81,2012-03-30
EMP_0323,Employee_323,43.0,HR,Lead,514399.0,22.0,Kolkata,2.06,2011-08-24
EMP_0324,Employee_324,50.0,Design,Junior,710132.0,29.0,,1.68,2022-01-22
EMP_0325,Employee_325,35.0,Finance,Director,507509.0,24.0,Ahmedabad,1.38,2014-10-13
EMP_0326,Employee_326,49.0,Sales,Senior,543573.0,27.0,Ahmedabad,2.68,2021-05-07
EMP_0327,Employee_327,26.0,Finance,Junior,393490.0,1.0,Pune,1.45,2015-12-13
EMP_0328,Employee_328,51.0,Marketing,Mid,,12.0,,,2012-12-21
EMP_0329,Employee_329,26.0,Engineering,Mid,638079.0,23.0,Pune,3.19,2017-10-30
EMP_0330,Employee_330,33.0,Sales,Junior,835340.0,15.0,Kolkata,1.66,2011-07-18
EMP_0331,Employee_331,37.0,Design,Director,546975.0,14.0,Chennai,1.26,2015-06-25
EMP_0332,Employee_332,47.0,Design,Mid,444274.0,24.0,,2.27,2018-04-16
EMP_0333,Employee_333,47.0,Marketing,Manager,,9.0,Pune,1.88,2016-05-23
EMP_0334,Employee_334,42.0,Marketing,Mid,524317.0,13.0,Ahmedabad,3.06,2013-07-16
EMP_0335,Employee_335,54.0,Product,Junior,337742.0,9.0,Chennai,1.41,2019-10-30
EMP_0336,Employee_336,51.0,Sales,Mid,619964.0,24.0,Ahmedabad,4.01,2022-03-09
EMP_0337,Employee_337,44.0,Finance,Junior,551283.0,13.0,Bangalore,4.62,2016-10-14
EMP_0338,Employee_338,31.0,Operations,Mid,945059.0,25.0,Chennai,3.97,2021-11-12
EMP_0339,Employee_339,26.0,,Manager,671304.0,29.0,Hyderabad,3.13,2010-03-06
EMP_0340,Employee_340,52.0,Design,Mid,578048.0,22.0,Pune,4.44,2022-06-10
EMP_0341,Employee_341,31.0,Marketing,Senior,461325.0,8.0,Ahmedabad,3.78,2016-09-18
EMP_0342,Employee_342,40.0,HR,Junior,649525.0,24.0,Chennai,1.04,2012-04-28
EMP_0343,Employee_343,53.0,Marketing,Junior,818506.0,13.0,Kolkata,2.58,2013-01-05
EMP_0344,Employee_344,22.0,Operations,Junior,646772.0,2.0,Kolkata,4.4,2015-12-07
EMP_0345,Employee_345,26.0,Finance,Senior,472885.0,19.0,Pune,2.38,2012-08-03
EMP_0346,Employee_346,25.0,Finance,Junior,680820.0,15.0,Hyderabad,1.14,2012-05-26
EMP_0347,Employee_347,37.0,HR,Mid,,,Delhi,3.98,2022-05-30
EMP_0348,Employee_348,45.0,,Senior,667291.0,9.0,Ahmedabad,4.21,2013-06-27
EMP_0349,Employee_349,37.0,Marketing,Mid,546778.0,2.0,Hyderabad,1.64,2016-02-10
EMP_0350,Employee_350,23.0,Product,Junior,543255.0,10.0,Mumbai,3.15,2016-04-27
EMP_0351,Employee_351,,Finance,Mid,537333.0,10.0,Mumbai,1.77,2023-07-26
EMP_0352,Employee_352,53.0,Operations,Manager,741335.0,20.0,Mumbai,,2014-09-22
EMP_0353,Employee_353,48.0,Sales,Senior,544766.0,20.0,Pune,2.09,2017-09-09
EMP_0354,Employee_354,41.0,Engineering,Mid,531040.0,21.0,Kolkata,2.26,2014-07-26
EMP_0355,Employee_355,45.0,Engineering,Junior,458690.0,12.0,Bangalore,4.38,2015-12-03
EMP_0356,Employee_356,33.0,Engineering,Director,668102.0,6.0,Ahmedabad,2.91,2021-05-03
EMP_0357,Employee_357,54.0,Product,Senior,646755.0,22.0,Kolkata,3.68,2020-12-16
EMP_0358,Employee_358,54.0,Design,Mid,532684.0,16.0,Bangalore,2.61,2015-08-20
EMP_0359,Employee_359,33.0,Marketing,Manager,493593.0,29.0,Bangalore,2.19,2011-02-21
EMP_0360,Employee_360,24.0,HR,Mid,881426.0,1.0,Kolkata,3.5,2012-01-27
EMP_0361,Employee_361,22.0,Product,Mid,317933.0,11.0,Ahmedabad,1.62,2019-07-02
EMP_0362,Employee_362,54.0,Product,Senior,673975.0,24.0,Pune,,2016-03-16
EMP_0363,Employee_363,31.0,Finance,Junior,793710.0,9.0,Hyderabad,1.84,2010-12-28
EMP_0364,Employee_364,50.0,Sales,Director,200000.0,17.0,Bangalore,3.78,2010-01-30
EMP_0365,Employee_365,34.0,Product,Senior,719121.0,21.0,Delhi,4.78,2017-06-25
EMP_0366,Employee_366,,Operations,Senior,566961.0,26.0,Kolkata,4.98,2012-12-07
EMP_0367,Employee_367,52.0,Sales,Junior,638408.0,10.0,Kolkata,,2015-11-16
EMP_0368,Employee_368,23.0,Operations,Junior,551514.0,15.0,Mumbai,2.01,2013-08-16
EMP_0369,Employee_369,44.0,Design,Mid,761309.0,16.0,,2.77,2019-11-29
EMP_0370,Employee_370,38.0,Marketing,Lead,,18.0,Mumbai,4.39,2022-05-17
EMP_0371,Employee_371,47.0,Engineering,Mid,619757.0,17.0,Kolkata,1.82,2019-08-05
EMP_0372,Employee_372,29.0,Product,Mid,465170.0,2.0,Kolkata,4.81,2022-07-31
EMP_0373,Employee_373,50.0,Marketing,Senior,882343.0,20.0,Bangalore,2.37,2010-03-21
EMP_0374,Employee_374,47.0,Design,Junior,601489.0,26.0,Hyderabad,4.94,2012-07-05
EMP_0375,Employee_375,31.0,HR,Senior,943470.0,25.0,,4.35,2011-09-09
EMP_0376,Employee_376,47.0,HR,Junior,889135.0,,Delhi,4.23,2013-05-06
EMP_0377,Employee_377,28.0,Design,Director,333247.0,5.0,Ahmedabad,2.27,2022-03-28
EMP_0378,Employee_378,25.0,Operations,Mid,501758.0,24.0,Bangalore,1.04,2010-10-23
EMP_0379,Employee_379,32.0,Finance,Junior,444457.0,11.0,Kolkata,2.53,2018-04-13
EMP_0380,Employee_380,,Finance,Mid,592769.0,10.0,Ahmedabad,2.21,2023-01-24
EMP_0381,Employee_381,46.0,Operations,Mid,628074.0,14.0,Bangalore,1.15,2022-05-24
EMP_0382,Employee_382,42.0,HR,Lead,634488.0,14.0,Delhi,3.02,2013-04-28
EMP_0383,Employee_383,31.0,HR,Senior,758119.0,,Kolkata,2.61,2019-08-22
EMP_0384,Employee_384,30.0,Product,Senior,824037.0,,Delhi,3.54,2012-11-10
EMP_0385,Employee_385,45.0,HR,Junior,745123.0,11.0,Ahmedabad,3.48,2010-12-09
EMP_0386,Employee_386,39.0,Marketing,Junior,,27.0,Chennai,1.48,2016-11-30
EMP_0387,Employee_387,53.0,HR,Junior,482696.0,12.0,Bangalore,4.91,2018-03-07
EMP_0388,Employee_388,45.0,Sales,Senior,600414.0,3.0,Pune,1.75,2010-11-23
EMP_0389,Employee_389,44.0,Product,Manager,663917.0,6.0,Bangalore,2.78,2018-01-10
EMP_0390,Employee_390,,Engineering,Mid,572521.0,21.0,Mumbai,2.95,2014-09-17
EMP_0391,Employee_391,33.0,HR,Junior,398177.0,1.0,Hyderabad,4.25,2015-08-07
EMP_0392,Employee_392,34.0,Operations,Senior,702308.0,25.0,,1.4,2012-04-22
EMP_0393,Employee_393,44.0,Engineering,Lead,541152.0,26.0,Mumbai,2.71,2017-12-07
EMP_0394,Employee_394,46.0,Marketing,Senior,,26.0,Kolkata,3.51,2022-07-23
EMP_0395,Employee_395,51.0,Operations,Manager,591808.0,26.0,,1.86,2019-02-12
EMP_0396,Employee_396,38.0,Engineering,Mid,564015.0,14.0,Delhi,3.51,2013-06-20
EMP_0397,Employee_397,41.0,Operations,Junior,545024.0,7.0,Ahmedabad,4.69,2015-04-24
EMP_0398,Employee_398,,Marketing,Manager,407981.0,6.0,Ahmedabad,4.99,2013-08-24
EMP_0399,Employee_399,43.0,Product,Senior,583162.0,14.0,Hyderabad,1.13,2013-12-21
EMP_0400,Employee_400,34.0,Sales,Mid,705443.0,22.0,Hyderabad,1.94,2019-04-01
EMP_0401,Employee_401,40.0,Marketing,Senior,639696.0,13.0,Mumbai,2.24,2010-07-23
EMP_0402,Employee_402,33.0,Marketing,Lead,742218.0,7.0,Kolkata,2.6,2014-01-09
EMP_0403,Employee_403,40.0,Operations,Senior,490718.0,27.0,Chennai,1.97,2017-06-14
EMP_0404,Employee_404,33.0,Product,Senior,408291.0,11.0,Hyderabad,1.81,2019-03-27
EMP_0405,Employee_405,,Design,Mid,,12.0,Pune,4.82,2015-07-26
EMP_0406,Employee_406,28.0,Finance,Mid,507864.0,29.0,Hyderabad,4.67,2015-12-26
EMP_0407,Employee_407,49.0,HR,Mid,523449.0,10.0,Chennai,1.19,2013-07-28
EMP_0408,Employee_408,35.0,HR,Lead,631762.0,16.0,Mumbai,2.36,2012-06-04
EMP_0409,Employee_409,52.0,Sales,Lead,524537.0,28.0,Chennai,,2018-07-31
EMP_0410,Employee_410,40.0,Sales,Lead,412489.0,16.0,Mumbai,1.96,2010-11-14
EMP_0411,Employee_411,37.0,HR,Junior,516150.0,23.0,Delhi,3.52,2020-07-22
EMP_0412,Employee_412,26.0,Finance,Senior,651008.0,3.0,Mumbai,3.56,2014-12-28
EMP_0413,Employee_413,33.0,HR,Lead,700722.0,20.0,Delhi,4.4,2014-06-23
EMP_0414,Employee_414,46.0,Design,Senior,699213.0,7.0,Delhi,3.96,2020-04-28
EMP_0415,Employee_415,42.0,Finance,Lead,663670.0,4.0,Mumbai,3.17,2017-11-04
EMP_0416,Employee_416,44.0,Sales,Lead,574785.0,25.0,Pune,,2016-11-05
EMP_0417,Employee_417,37.0,Engineering,Mid,660737.0,,Bangalore,2.1,2015-02-08
EMP_0418,Employee_418,35.0,Operations,Mid,593649.0,3.0,Mumbai,3.37,2015-01-01
EMP_0419,Employee_419,52.0,Design,Junior,616964.0,27.0,Hyderabad,2.96,2010-07-13
EMP_0420,Employee_420,26.0,Design,Mid,459100.0,21.0,Pune,1.53,2014-05-02
EMP_0421,Employee_421,44.0,Product,Senior,606581.0,28.0,Pune,1.97,2018-12-09
EMP_0422,Employee_422,50.0,Sales,Lead,656799.0,14.0,Hyderabad,2.17,2017-05-13
EMP_0423,Employee_423,,,Junior,651169.0,11.0,Bangalore,4.7,2016-04-01
EMP_0424,Employee_424,39.0,Marketing,Junior,406872.0,4.0,Pune,1.92,2011-07-23
EMP_0425,Employee_425,33.0,Design,Senior,614439.0,29.0,Delhi,2.16,2016-04-05
EMP_0426,Employee_426,30.0,Marketing,Junior,383416.0,22.0,Ahmedabad,2.48,2017-11-16
EMP_0427,Employee_427,31.0,Marketing,Junior,626051.0,15.0,Bangalore,3.65,2021-06-05
EMP_0428,Employee_428,38.0,Operations,Junior,494799.0,13.0,Kolkata,1.47,2018-12-19
EMP_0429,Employee_429,,Marketing,Junior,855846.0,9.0,Hyderabad,4.82,2022-01-10
EMP_0430,Employee_430,34.0,Finance,Junior,617886.0,6.0,Bangalore,4.46,2017-06-05
EMP_0431,Employee_431,30.0,HR,Mid,720174.0,12.0,Mumbai,3.31,2010-08-15
EMP_0432,Employee_432,48.0,Engineering,Mid,916630.0,19.0,Ahmedabad,,2012-08-02
EMP_0433,Employee_433,23.0,Sales,Manager,477389.0,27.0,Bangalore,1.07,2015-11-10
EMP_0434,Employee_434,26.0,Finance,Mid,,28.0,Delhi,2.36,2014-01-02
EMP_0435,Employee_435,50.0,Engineering,Senior,422113.0,4.0,Ahmedabad,4.18,2023-01-09
EMP_0436,Employee_436,,Design,Junior,651734.0,28.0,Mumbai,1.31,2015-12-15
EMP_0437,Employee_437,29.0,Design,Junior,864856.0,2.0,Chennai,2.13,2010-11-10
EMP_0438,Employee_438,22.0,Design,Senior,505817.0,14.0,Hyderabad,3.34,2012-06-07
EMP_0439,Employee_439,43.0,Finance,Junior,467106.0,3.0,Ahmedabad,,2023-05-20
EMP_0440,Employee_440,38.0,Finance,Mid,586323.0,14.0,Hyderabad,4.74,2019-09-30
EMP_0441,Employee_441,28.0,Sales,Senior,906872.0,13.0,Bangalore,1.52,2017-10-02
EMP_0442,Employee_442,46.0,HR,Senior,715655.0,19.0,Pune,4.19,2017-01-13
EMP_0443,Employee_443,25.0,Product,Junior,,18.0,,3.03,2019-10-15
EMP_0444,Employee_444,27.0,Marketing,Mid,,12.0,Chennai,,2023-08-07
EMP_0445,Employee_445,52.0,Design,Senior,351740.0,,Mumbai,2.24,2021-06-21
EMP_0446,Employee_446,40.0,,Junior,920483.0,20.0,Hyderabad,3.06,2012-08-05
EMP_0447,Employee_447,48.0,HR,Senior,728467.0,4.0,Mumbai,4.43,2018-08-22
EMP_0448,Employee_448,31.0,Operations,Senior,864533.0,26.0,Chennai,2.87,2022-12-07
EMP_0449,Employee_449,47.0,Sales,Director,352830.0,22.0,Pune,2.44,2014-04-07
EMP_0450,Employee_450,40.0,Sales,Junior,625416.0,19.0,Bangalore,3.14,2015-09-18
EMP_0451,Employee_451,24.0,Sales,Lead,579916.0,28.0,Delhi,3.87,2010-12-30
EMP_0452,Employee_452,,Engineering,Mid,,19.0,Mumbai,2.77,2019-10-13
EMP_0453,Employee_453,49.0,Operations,Mid,405596.0,24.0,Ahmedabad,4.76,2010-01-14
EMP_0454,Employee_454,41.0,HR,Junior,676062.0,5.0,Delhi,2.18,2021-08-30
EMP_0455,Employee_455,49.0,Product,Senior,689659.0,3.0,Hyderabad,2.9,2022-01-28
EMP_0456,Employee_456,29.0,HR,Junior,794996.0,1.0,Bangalore,4.03,2014-06-03
EMP_0457,Employee_457,22.0,Finance,Mid,524486.0,21.0,Kolkata,3.76,2018-03-03
EMP_0458,Employee_458,24.0,Finance,Junior,578758.0,15.0,Bangalore,,2019-09-04
EMP_0459,Employee_459,34.0,Design,Lead,392631.0,17.0,Mumbai,4.99,2011-07-28
EMP_0460,Employee_460,,Product,Lead,831117.0,4.0,Ahmedabad,2.71,2017-05-28
EMP_0461,Employee_461,46.0,Finance,Senior,610432.0,21.0,Pune,1.44,2017-01-15
EMP_0462,Employee_462,54.0,Sales,Mid,708388.0,3.0,Bangalore,1.12,2012-10-17
EMP_0463,Employee_463,27.0,HR,Junior,713685.0,29.0,Mumbai,3.91,2016-09-26
EMP_0464,Employee_464,53.0,Operations,Senior,818866.0,12.0,Mumbai,,2021-05-17
EMP_0465,Employee_465,42.0,Sales,Mid,475290.0,18.0,Delhi,1.88,2016-12-08
EMP_0466,Employee_466,37.0,Engineering,Junior,704637.0,22.0,Bangalore,1.63,2019-02-28
EMP_0467,Employee_467,42.0,Finance,Senior,596248.0,1.0,Mumbai,1.25,2017-04-26
EMP_0468,Employee_468,32.0,Sales,Director,,12.0,Delhi,4.29,2019-01-10
EMP_0469,Employee_469,40.0,Sales,Senior,474845.0,10.0,Ahmedabad,2.25,2016-08-19
EMP_0470,Employee_470,41.0,Engineering,Senior,775713.0,29.0,Chennai,2.61,2022-06-08
EMP_0471,Employee_471,39.0,,Director,652551.0,21.0,Ahmedabad,3.01,2012-11-08
EMP_0472,Employee_472,35.0,HR,Junior,644678.0,28.0,Kolkata,4.36,2014-04-21
EMP_0473,Employee_473,36.0,Operations,Senior,608103.0,3.0,Delhi,3.6,2019-06-07
EMP_0474,Employee_474,52.0,Design,Director,801999.0,21.0,Delhi,3.46,2018-07-03
EMP_0475,Employee_475,22.0,Marketing,Junior,639577.0,19.0,Mumbai,1.7,2013-11-26
EMP_0476,Employee_476,24.0,Finance,Senior,371337.0,19.0,Hyderabad,3.05,2022-10-07
EMP_0477,Employee_477,37.0,Sales,Senior,782925.0,14.0,Hyderabad,3.86,2016-10-01
EMP_0478,Employee_478,44.0,,Senior,755430.0,3.0,Pune,4.89,2019-02-09
EMP_0479,Employee_479,32.0,Engineering,Senior,688070.0,8.0,,1.81,2022-04-16
EMP_0480,Employee_480,33.0,Engineering,Manager,430728.0,6.0,Delhi,1.04,2010-01-04
EMP_0481,Employee_481,31.0,Product,Lead,,18.0,,,2016-10-25
EMP_0482,Employee_482,53.0,HR,Junior,318383.0,18.0,Ahmedabad,2.5,2016-06-08
EMP_0483,Employee_483,37.0,Marketing,Manager,669049.0,5.0,Mumbai,4.28,2014-09-18
EMP_0484,Employee_484,29.0,Design,Junior,397567.0,5.0,Ahmedabad,1.03,2019-08-23
EMP_0485,Employee_485,33.0,HR,Mid,342187.0,19.0,Bangalore,2.83,2023-01-04
EMP_0486,Employee_486,45.0,Product,Mid,,14.0,Kolkata,2.32,2023-08-10
EMP_0487,Employee_487,49.0,Sales,Mid,715226.0,14.0,Kolkata,1.21,2017-03-24
EMP_0488,Employee_488,29.0,Product,Mid,550024.0,24.0,Delhi,2.8,2020-06-06
EMP_0489,Employee_489,49.0,HR,Manager,579893.0,19.0,Delhi,2.02,2019-11-29
EMP_0490,Employee_490,47.0,Operations,Senior,238898.0,8.0,Pune,2.41,2019-12-02
EMP_0491,Employee_491,29.0,Engineering,Senior,737511.0,3.0,Mumbai,3.82,2014-10-17
EMP_0492,Employee_492,49.0,Engineering,Junior,496090.0,17.0,Chennai,,2021-06-19
EMP_0493,Employee_493,49.0,Finance,Manager,649543.0,17.0,Delhi,1.5,2020-08-12
EMP_0494,Employee_494,48.0,Finance,Manager,226715.0,4.0,Chennai,4.85,2013-10-22
EMP_0495,Employee_495,38.0,Product,Lead,746635.0,19.0,Ahmedabad,3.54,2011-11-26
EMP_0496,Employee_496,30.0,Design,Junior,487073.0,22.0,Chennai,4.06,2016-05-13
EMP_0497,Employee_497,54.0,Sales,Junior,393593.0,29.0,Hyderabad,1.32,2021-07-24
EMP_0498,Employee_498,41.0,Operations,Junior,549059.0,10.0,Mumbai,1.19,2017-07-08
EMP_0499,Employee_499,34.0,Marketing,Junior,510540.0,4.0,Kolkata,1.08,2012-02-05
EMP_0500,Employee_500,49.0,HR,Mid,761140.0,21.0,Kolkata,1.76,2015-04-09
EMP_0501,Employee_501,50.0,Design,Manager,536940.0,,Chennai,2.66,2016-12-17
EMP_0502,Employee_502,34.0,Sales,Mid,804392.0,3.0,Kolkata,4.74,2015-01-15
EMP_0503,Employee_503,27.0,Finance,Junior,649521.0,28.0,Ahmedabad,2.83,2014-06-20
EMP_0504,Employee_504,,Product,Mid,,,Mumbai,2.16,2013-04-22
EMP_0505,Employee_505,26.0,HR,Junior,599675.0,1.0,Hyderabad,3.25,2010-07-20
EMP_0506,Employee_506,,Finance,Junior,790808.0,12.0,Mumbai,,2011-01-14
EMP_0507,Employee_507,23.0,Product,Mid,426956.0,9.0,Delhi,3.44,2015-06-29
EMP_0508,Employee_508,31.0,HR,Mid,617043.0,8.0,Chennai,3.27,2020-08-28
EMP_0509,Employee_509,51.0,Marketing,Lead,540534.0,9.0,Mumbai,4.17,2011-08-20
EMP_0510,Employee_510,26.0,Sales,Director,809494.0,6.0,,4.95,2020-03-19
EMP_0511,Employee_511,,HR,Mid,824855.0,3.0,,2.0,2019-04-19
EMP_0512,Employee_512,22.0,Operations,Mid,600063.0,18.0,,3.04,2022-11-29
EMP_0513,Employee_513,39.0,Design,Lead,406273.0,9.0,Mumbai,4.64,2014-05-12
EMP_0514,Employee_514,53.0,Engineering,Mid,664064.0,29.0,Chennai,4.14,2018-08-12
EMP_0515,Employee_515,32.0,Operations,Junior,350308.0,2.0,Hyderabad,2.95,2021-02-01
EMP_0516,Employee_516,42.0,Operations,Manager,843921.0,24.0,Kolkata,4.78,2018-12-18
EMP_0517,Employee_517,47.0,Design,Junior,529024.0,20.0,Hyderabad,1.23,2015-06-22
EMP_0518,Employee_518,46.0,,Senior,595414.0,28.0,Chennai,4.72,2013-04-23
EMP_0519,Employee_519,43.0,Operations,Senior,497857.0,18.0,Kolkata,1.2,2010-02-15
EMP_0520,Employee_520,48.0,HR,Mid,464732.0,20.0,Delhi,3.19,2012-05-23
EMP_0521,Employee_521,34.0,HR,Mid,710593.0,1.0,Kolkata,4.56,2019-07-15
EMP_0522,Employee_522,54.0,HR,Lead,576207.0,26.0,Delhi,2.05,2014-11-28
EMP_0523,Employee_523,22.0,Engineering,Junior,606372.0,19.0,Hyderabad,2.89,2013-12-11
EMP_0524,Employee_524,42.0,Operations,Junior,449416.0,9.0,Hyderabad,2.3,2021-08-14
EMP_0525,Employee_525,27.0,Product,Senior,728408.0,1.0,Chennai,4.81,2020-06-02
EMP_0526,Employee_526,49.0,Engineering,Mid,743668.0,1.0,Delhi,,2011-02-16
EMP_0527,Employee_527,38.0,HR,Junior,568660.0,27.0,Hyderabad,3.84,2022-07-03
EMP_0528,Employee_528,26.0,Design,Manager,790188.0,23.0,Delhi,,2015-08-04
EMP_0529,Employee_529,52.0,Operations,Mid,584381.0,16.0,Hyderabad,4.28,2012-09-21
EMP_0530,Employee_530,26.0,Operations,Lead,716963.0,15.0,Kolkata,2.57,2020-03-28
EMP_0531,Employee_531,24.0,Finance,Lead,356560.0,15.0,Mumbai,2.79,2012-12-28
EMP_0532,Employee_532,44.0,Finance,Senior,653014.0,13.0,Ahmedabad,3.92,2020-06-03
EMP_0533,Employee_533,31.0,Marketing,Mid,559277.0,6.0,Bangalore,2.43,2021-11-30
EMP_0534,Employee_534,31.0,Product,Director,623328.0,20.0,Ahmedabad,1.26,2022-07-15
EMP_0535,Employee_535,40.0,Product,Junior,616602.0,10.0,Kolkata,1.3,2023-05-10
EMP_0536,Employee_536,38.0,Sales,Senior,618854.0,23.0,Pune,1.46,2017-02-12
EMP_0537,Employee_537,42.0,Product,Junior,692355.0,0.0,Ahmedabad,4.48,2019-12-05
EMP_0538,Employee_538,35.0,Finance,Mid,515223.0,10.0,,2.89,2021-04-28
EMP_0539,Employee_539,30.0,Engineering,Mid,685361.0,22.0,Pune,3.85,2019-07-28
EMP_0540,Employee_540,22.0,Product,Manager,784878.0,20.0,Hyderabad,2.57,2022-04-16
EMP_0541,Employee_541,34.0,Finance,Director,388478.0,3.0,Bangalore,2.03,2020-01-01
EMP_0542,Employee_542,25.0,Marketing,Junior,482918.0,6.0,Bangalore,2.39,2013-07-27
EMP_0543,Employee_543,22.0,Operations,Junior,489219.0,25.0,Hyderabad,4.18,2020-08-24
EMP_0544,Employee_544,53.0,Product,Senior,436193.0,14.0,Hyderabad,3.5,2020-02-04
EMP_0545,Employee_545,49.0,Marketing,Mid,528795.0,17.0,Delhi,4.75,2015-10-25
EMP_0546,Employee_546,52.0,Operations,Junior,754967.0,11.0,Hyderabad,3.72,2015-07-19
EMP_0547,Employee_547,29.0,Design,Senior,,16.0,Chennai,3.28,2016-03-21
EMP_0548,Employee_548,47.0,Design,Mid,,0.0,Ahmedabad,3.44,2021-09-10
EMP_0549,Employee_549,24.0,Operations,Director,551364.0,10.0,Hyderabad,4.77,2020-11-13
EMP_0550,Employee_550,33.0,Product,Junior,,27.0,Chennai,4.15,2015-05-14
EMP_0551,Employee_551,22.0,Sales,Mid,245404.0,0.0,Hyderabad,1.1,2016-02-28
EMP_0552,Employee_552,26.0,Finance,Mid,441723.0,14.0,,3.14,2019-11-13
EMP_0553,Employee_553,51.0,Engineering,Lead,251755.0,27.0,Chennai,3.75,2011-09-27
EMP_0554,Employee_554,51.0,Engineering,Mid,440145.0,20.0,Ahmedabad,3.99,2016-05-29
EMP_0555,Employee_555,38.0,HR,Senior,484947.0,9.0,Mumbai,1.85,2015-04-05
EMP_0556,Employee_556,,,Junior,821652.0,6.0,Chennai,4.47,2016-02-04
EMP_0557,Employee_557,36.0,Engineering,Lead,200000.0,1.0,Kolkata,4.82,2017-07-14
EMP_0558,Employee_558,42.0,Product,Mid,537494.0,9.0,Delhi,1.95,2017-03-04
EMP_0559,Employee_559,35.0,Sales,Junior,692934.0,23.0,Pune,,2022-02-11
EMP_0560,Employee_560,23.0,Operations,Senior,661609.0,3.0,Ahmedabad,1.39,2011-10-23
EMP_0561,Employee_561,32.0,Sales,Junior,819260.0,11.0,Chennai,1.22,2013-02-07
